 j EnclosedM[g] Rad[cm] Vel[cm/s] Den[g/cc] X_H X_He
690 8.321e+33 2.531e+15 1.109e+07 3.646e-19 0.5933 0.3866
691 8.321e+33 2.542e+15 1.109e+07 3.614e-19 0.5933 0.3866
692 8.321e+33 2.553e+15 1.109e+07 3.582e-19 0.5933 0.3866
693 8.321e+33 2.565e+15 1.109e+07 3.551e-19 0.5933 0.3866
694 8.321e+33 2.576e+15 1.109e+07 3.519e-19 0.5933 0.3866
695 8.321e+33 2.588e+15 1.109e+07 3.488e-19 0.5933 0.3866
696 8.321e+33 2.599e+15 1.109e+07 3.458e-19 0.5933 0.3866
697 8.321e+33 2.61e+15 1.109e+07 3.427e-19 0.5933 0.3866
698 8.321e+33 2.622e+15 1.109e+07 3.397e-19 0.5933 0.3866
699 8.321e+33 2.634e+15 1.109e+07 3.367e-19 0.5933 0.3866
700 8.321e+33 2.645e+15 1.109e+07 3.338e-19 0.5933 0.3866
701 8.321e+33 2.657e+15 1.109e+07 3.308e-19 0.5933 0.3866
702 8.321e+33 2.669e+15 1.109e+07 3.279e-19 0.5933 0.3866
703 8.321e+33 2.681e+15 1.109e+07 3.25e-19 0.5933 0.3866
704 8.321e+33 2.692e+15 1.109e+07 3.222e-19 0.5933 0.3866
705 8.321e+33 2.704e+15 1.109e+07 3.193e-19 0.5933 0.3866
706 8.321e+33 2.716e+15 1.109e+07 3.165e-19 0.5933 0.3866
707 8.321e+33 2.728e+15 1.109e+07 3.138e-19 0.5933 0.3866
708 8.321e+33 2.74e+15 1.109e+07 3.11e-19 0.5933 0.3866
709 8.321e+33 2.753e+15 1.109e+07 3.083e-19 0.5933 0.3866
710 8.321e+33 2.765e+15 1.109e+07 3.055e-19 0.5933 0.3866
711 8.321e+33 2.777e+15 1.109e+07 3.029e-19 0.5933 0.3866
712 8.321e+33 2.789e+15 1.109e+07 3.002e-19 0.5933 0.3866
713 8.321e+33 2.802e+15 1.109e+07 2.976e-19 0.5933 0.3866
714 8.321e+33 2.814e+15 1.109e+07 2.949e-19 0.5933 0.3866
715 8.321e+33 2.827e+15 1.109e+07 2.923e-19 0.5933 0.3866
716 8.321e+33 2.839e+15 1.109e+07 2.898e-19 0.5933 0.3866
717 8.321e+33 2.852e+15 1.109e+07 2.872e-19 0.5933 0.3866
718 8.321e+33 2.864e+15 1.109e+07 2.847e-19 0.5933 0.3866
719 8.321e+33 2.877e+15 1.109e+07 2.822e-19 0.5933 0.3866
720 8.321e+33 2.89e+15 1.109e+07 2.797e-19 0.5933 0.3866
721 8.321e+33 2.902e+15 1.109e+07 2.772e-19 0.5933 0.3866
722 8.321e+33 2.915e+15 1.109e+07 2.748e-19 0.5933 0.3866
723 8.321e+33 2.928e+15 1.109e+07 2.724e-19 0.5933 0.3866
724 8.321e+33 2.941e+15 1.109e+07 2.7e-19 0.5933 0.3866
725 8.321e+33 2.954e+15 1.109e+07 2.676e-19 0.5933 0.3866
726 8.321e+33 2.967e+15 1.109e+07 2.653e-19 0.5933 0.3866
727 8.321e+33 2.98e+15 1.109e+07 2.629e-19 0.5933 0.3866
728 8.321e+33 2.994e+15 1.109e+07 2.606e-19 0.5933 0.3866
729 8.321e+33 3.007e+15 1.109e+07 2.583e-19 0.5933 0.3866
730 8.321e+33 3.02e+15 1.109e+07 2.561e-19 0.5933 0.3866
731 8.321e+33 3.034e+15 1.109e+07 2.538e-19 0.5933 0.3866
732 8.321e+33 3.047e+15 1.109e+07 2.516e-19 0.5933 0.3866
733 8.321e+33 3.06e+15 1.109e+07 2.494e-19 0.5933 0.3866
734 8.321e+33 3.074e+15 1.109e+07 2.472e-19 0.5933 0.3866
735 8.321e+33 3.088e+15 1.109e+07 2.45e-19 0.5933 0.3866
736 8.321e+33 3.101e+15 1.109e+07 2.428e-19 0.5933 0.3866
737 8.321e+33 3.115e+15 1.109e+07 2.407e-19 0.5933 0.3866
738 8.321e+33 3.129e+15 1.109e+07 2.386e-19 0.5933 0.3866
739 8.321e+33 3.143e+15 1.109e+07 2.365e-19 0.5933 0.3866
740 8.321e+33 3.157e+15 1.109e+07 2.344e-19 0.5933 0.3866
741 8.321e+33 3.171e+15 1.109e+07 2.323e-19 0.5933 0.3866
742 8.321e+33 3.185e+15 1.109e+07 2.303e-19 0.5933 0.3866
743 8.321e+33 3.199e+15 1.109e+07 2.283e-19 0.5933 0.3866
744 8.321e+33 3.213e+15 1.109e+07 2.263e-19 0.5933 0.3866
745 8.321e+33 3.227e+15 1.109e+07 2.243e-19 0.5933 0.3866
746 8.321e+33 3.241e+15 1.109e+07 2.223e-19 0.5933 0.3866
747 8.321e+33 3.256e+15 1.109e+07 2.204e-19 0.5933 0.3866
748 8.321e+33 3.27e+15 1.109e+07 2.184e-19 0.5933 0.3866
749 8.321e+33 3.285e+15 1.109e+07 2.165e-19 0.5933 0.3866
750 8.321e+33 3.299e+15 1.109e+07 2.146e-19 0.5933 0.3866
751 8.321e+33 3.314e+15 1.109e+07 2.127e-19 0.5933 0.3866
752 8.321e+33 3.328e+15 1.109e+07 2.108e-19 0.5933 0.3866
753 8.321e+33 3.343e+15 1.109e+07 2.09e-19 0.5933 0.3866
754 8.321e+33 3.358e+15 1.109e+07 2.071e-19 0.5933 0.3866
755 8.321e+33 3.373e+15 1.109e+07 2.053e-19 0.5933 0.3866
756 8.321e+33 3.388e+15 1.109e+07 2.035e-19 0.5933 0.3866
757 8.321e+33 3.403e+15 1.109e+07 2.017e-19 0.5933 0.3866
758 8.321e+33 3.418e+15 1.109e+07 1.999e-19 0.5933 0.3866
759 8.321e+33 3.433e+15 1.109e+07 1.982e-19 0.5933 0.3866
760 8.321e+33 3.448e+15 1.109e+07 1.964e-19 0.5933 0.3866
761 8.321e+33 3.463e+15 1.109e+07 1.947e-19 0.5933 0.3866
762 8.321e+33 3.479e+15 1.109e+07 1.93e-19 0.5933 0.3866
763 8.321e+33 3.494e+15 1.109e+07 1.913e-19 0.5933 0.3866
764 8.321e+33 3.51e+15 1.109e+07 1.896e-19 0.5933 0.3866
765 8.321e+33 3.525e+15 1.109e+07 1.88e-19 0.5933 0.3866
766 8.321e+33 3.541e+15 1.109e+07 1.863e-19 0.5933 0.3866
767 8.321e+33 3.556e+15 1.109e+07 1.847e-19 0.5933 0.3866
768 8.321e+33 3.572e+15 1.109e+07 1.83e-19 0.5933 0.3866
769 8.321e+33 3.588e+15 1.109e+07 1.814e-19 0.5933 0.3866
770 8.321e+33 3.604e+15 1.109e+07 1.798e-19 0.5933 0.3866
771 8.321e+33 3.62e+15 1.109e+07 1.783e-19 0.5933 0.3866
772 8.321e+33 3.636e+15 1.109e+07 1.767e-19 0.5933 0.3866
773 8.321e+33 3.652e+15 1.109e+07 1.751e-19 0.5933 0.3866
774 8.321e+33 3.668e+15 1.109e+07 1.736e-19 0.5933 0.3866
775 8.321e+33 3.684e+15 1.109e+07 1.721e-19 0.5933 0.3866
776 8.321e+33 3.701e+15 1.109e+07 1.705e-19 0.5933 0.3866
777 8.321e+33 3.717e+15 1.109e+07 1.69e-19 0.5933 0.3866
778 8.321e+33 3.733e+15 1.109e+07 1.676e-19 0.5933 0.3866
779 8.321e+33 3.75e+15 1.109e+07 1.661e-19 0.5933 0.3866
780 8.321e+33 3.767e+15 1.109e+07 1.646e-19 0.5933 0.3866
781 8.321e+33 3.783e+15 1.109e+07 1.632e-19 0.5933 0.3866
782 8.321e+33 3.8e+15 1.109e+07 1.617e-19 0.5933 0.3866
783 8.321e+33 3.817e+15 1.109e+07 1.603e-19 0.5933 0.3866
784 8.321e+33 3.834e+15 1.109e+07 1.589e-19 0.5933 0.3866
785 8.321e+33 3.851e+15 1.109e+07 1.575e-19 0.5933 0.3866
786 8.321e+33 3.868e+15 1.109e+07 1.561e-19 0.5933 0.3866
787 8.321e+33 3.885e+15 1.109e+07 1.548e-19 0.5933 0.3866
788 8.321e+33 3.902e+15 1.109e+07 1.534e-19 0.5933 0.3866
789 8.321e+33 3.919e+15 1.109e+07 1.52e-19 0.5933 0.3866
790 8.321e+33 3.937e+15 1.109e+07 1.507e-19 0.5933 0.3866
791 8.321e+33 3.954e+15 1.109e+07 1.494e-19 0.5933 0.3866
792 8.321e+33 3.972e+15 1.109e+07 1.481e-19 0.5933 0.3866
793 8.321e+33 3.989e+15 1.109e+07 1.468e-19 0.5933 0.3866
794 8.321e+33 4.007e+15 1.109e+07 1.455e-19 0.5933 0.3866
795 8.321e+33 4.025e+15 1.109e+07 1.442e-19 0.5933 0.3866
796 8.321e+33 4.042e+15 1.109e+07 1.429e-19 0.5933 0.3866
797 8.321e+33 4.06e+15 1.109e+07 1.417e-19 0.5933 0.3866
798 8.321e+33 4.078e+15 1.109e+07 1.404e-19 0.5933 0.3866
799 8.321e+33 4.096e+15 1.109e+07 1.392e-19 0.5933 0.3866
800 8.321e+33 4.114e+15 1.109e+07 1.38e-19 0.5933 0.3866
801 8.321e+33 4.133e+15 1.109e+07 1.368e-19 0.5933 0.3866
802 8.321e+33 4.151e+15 1.109e+07 1.355e-19 0.5933 0.3866
803 8.321e+33 4.169e+15 1.109e+07 1.344e-19 0.5933 0.3866
804 8.321e+33 4.188e+15 1.109e+07 1.332e-19 0.5933 0.3866
805 8.321e+33 4.206e+15 1.109e+07 1.32e-19 0.5933 0.3866
806 8.321e+33 4.225e+15 1.109e+07 1.308e-19 0.5933 0.3866
807 8.321e+33 4.244e+15 1.109e+07 1.297e-19 0.5933 0.3866
808 8.321e+33 4.262e+15 1.109e+07 1.286e-19 0.5933 0.3866
809 8.321e+33 4.281e+15 1.109e+07 1.274e-19 0.5933 0.3866
810 8.321e+33 4.3e+15 1.109e+07 1.263e-19 0.5933 0.3866
811 8.321e+33 4.319e+15 1.109e+07 1.252e-19 0.5933 0.3866
812 8.321e+33 4.338e+15 1.109e+07 1.241e-19 0.5933 0.3866
813 8.321e+33 4.358e+15 1.109e+07 1.23e-19 0.5933 0.3866
814 8.321e+33 4.377e+15 1.109e+07 1.219e-19 0.5933 0.3866
815 8.321e+33 4.396e+15 1.109e+07 1.208e-19 0.5933 0.3866
816 8.321e+33 4.416e+15 1.109e+07 1.198e-19 0.5933 0.3866
817 8.321e+33 4.435e+15 1.109e+07 1.187e-19 0.5933 0.3866
818 8.321e+33 4.455e+15 1.109e+07 1.177e-19 0.5933 0.3866
819 8.321e+33 4.475e+15 1.109e+07 1.166e-19 0.5933 0.3866
820 8.321e+33 4.494e+15 1.109e+07 1.156e-19 0.5933 0.3866
821 8.321e+33 4.514e+15 1.109e+07 1.146e-19 0.5933 0.3866
822 8.321e+33 4.534e+15 1.109e+07 1.136e-19 0.5933 0.3866
823 8.321e+33 4.554e+15 1.109e+07 1.126e-19 0.5933 0.3866
824 8.321e+33 4.575e+15 1.109e+07 1.116e-19 0.5933 0.3866
825 8.321e+33 4.595e+15 1.109e+07 1.106e-19 0.5933 0.3866
826 8.321e+33 4.615e+15 1.109e+07 1.097e-19 0.5933 0.3866
827 8.321e+33 4.636e+15 1.109e+07 1.087e-19 0.5933 0.3866
828 8.321e+33 4.656e+15 1.109e+07 1.077e-19 0.5933 0.3866
829 8.321e+33 4.677e+15 1.109e+07 1.068e-19 0.5933 0.3866
830 8.321e+33 4.697e+15 1.109e+07 1.058e-19 0.5933 0.3866
831 8.321e+33 4.718e+15 1.109e+07 1.049e-19 0.5933 0.3866
832 8.321e+33 4.739e+15 1.109e+07 1.04e-19 0.5933 0.3866
833 8.321e+33 4.76e+15 1.109e+07 1.031e-19 0.5933 0.3866
834 8.321e+33 4.781e+15 1.109e+07 1.022e-19 0.5933 0.3866
835 8.321e+33 4.802e+15 1.109e+07 1.013e-19 0.5933 0.3866
836 8.321e+33 4.824e+15 1.109e+07 1.004e-19 0.5933 0.3866
837 8.321e+33 4.845e+15 1.109e+07 9.95e-20 0.5933 0.3866
838 8.321e+33 4.866e+15 1.109e+07 9.862e-20 0.5933 0.3866
839 8.321e+33 4.888e+15 1.109e+07 9.775e-20 0.5933 0.3866
840 8.321e+33 4.91e+15 1.109e+07 9.689e-20 0.5933 0.3866
841 8.321e+33 4.931e+15 1.109e+07 9.604e-20 0.5933 0.3866
842 8.321e+33 4.953e+15 1.109e+07 9.52e-20 0.5933 0.3866
843 8.321e+33 4.975e+15 1.109e+07 9.436e-20 0.5933 0.3866
844 8.321e+33 4.997e+15 1.109e+07 9.353e-20 0.5933 0.3866
845 8.321e+33 5.019e+15 1.109e+07 9.271e-20 0.5933 0.3866
846 8.321e+33 5.041e+15 1.109e+07 9.189e-20 0.5933 0.3866
847 8.321e+33 5.064e+15 1.109e+07 9.108e-20 0.5933 0.3866
848 8.321e+33 5.086e+15 1.109e+07 9.028e-20 0.5933 0.3866
849 8.321e+33 5.109e+15 1.109e+07 8.949e-20 0.5933 0.3866
850 8.321e+33 5.131e+15 1.109e+07 8.87e-20 0.5933 0.3866
851 8.321e+33 5.154e+15 1.109e+07 8.792e-20 0.5933 0.3866
852 8.321e+33 5.177e+15 1.109e+07 8.715e-20 0.5933 0.3866
853 8.321e+33 5.2e+15 1.109e+07 8.638e-20 0.5933 0.3866
854 8.321e+33 5.223e+15 1.109e+07 8.562e-20 0.5933 0.3866
855 8.321e+33 5.246e+15 1.109e+07 8.487e-20 0.5933 0.3866
856 8.321e+33 5.269e+15 1.109e+07 8.412e-20 0.5933 0.3866
857 8.321e+33 5.292e+15 1.109e+07 8.338e-20 0.5933 0.3866
858 8.321e+33 5.316e+15 1.109e+07 8.265e-20 0.5933 0.3866
859 8.321e+33 5.339e+15 1.109e+07 8.192e-20 0.5933 0.3866
860 8.321e+33 5.363e+15 1.109e+07 8.12e-20 0.5933 0.3866
861 8.321e+33 5.387e+15 1.109e+07 8.049e-20 0.5933 0.3866
862 8.321e+33 5.411e+15 1.109e+07 7.978e-20 0.5933 0.3866
863 8.321e+33 5.435e+15 1.109e+07 7.908e-20 0.5933 0.3866
864 8.321e+33 5.459e+15 1.109e+07 7.838e-20 0.5933 0.3866
865 8.321e+33 5.483e+15 1.109e+07 7.769e-20 0.5933 0.3866
866 8.321e+33 5.507e+15 1.109e+07 7.701e-20 0.5933 0.3866
867 8.321e+33 5.532e+15 1.109e+07 7.633e-20 0.5933 0.3866
868 8.321e+33 5.556e+15 1.109e+07 7.566e-20 0.5933 0.3866
869 8.321e+33 5.581e+15 1.109e+07 7.5e-20 0.5933 0.3866
870 8.321e+33 5.605e+15 1.109e+07 7.434e-20 0.5933 0.3866
871 8.321e+33 5.63e+15 1.109e+07 7.368e-20 0.5933 0.3866
872 8.321e+33 5.655e+15 1.109e+07 7.303e-20 0.5933 0.3866
873 8.321e+33 5.68e+15 1.109e+07 7.239e-20 0.5933 0.3866
874 8.321e+33 5.705e+15 1.109e+07 7.175e-20 0.5933 0.3866
875 8.321e+33 5.73e+15 1.109e+07 7.112e-20 0.5933 0.3866
876 8.321e+33 5.756e+15 1.109e+07 7.05e-20 0.5933 0.3866
877 8.321e+33 5.781e+15 1.109e+07 6.988e-20 0.5933 0.3866
878 8.321e+33 5.807e+15 1.109e+07 6.926e-20 0.5933 0.3866
879 8.321e+33 5.833e+15 1.109e+07 6.865e-20 0.5933 0.3866
880 8.321e+33 5.858e+15 1.109e+07 6.805e-20 0.5933 0.3866
881 8.321e+33 5.884e+15 1.109e+07 6.745e-20 0.5933 0.3866
882 8.321e+33 5.91e+15 1.109e+07 6.686e-20 0.5933 0.3866
883 8.321e+33 5.937e+15 1.109e+07 6.627e-20 0.5933 0.3866
884 8.321e+33 5.963e+15 1.109e+07 6.569e-20 0.5933 0.3866
885 8.321e+33 5.989e+15 1.109e+07 6.511e-20 0.5933 0.3866
886 8.321e+33 6.016e+15 1.109e+07 6.454e-20 0.5933 0.3866
887 8.321e+33 6.042e+15 1.109e+07 6.397e-20 0.5933 0.3866
888 8.321e+33 6.069e+15 1.109e+07 6.341e-20 0.5933 0.3866
889 8.321e+33 6.096e+15 1.109e+07 6.285e-20 0.5933 0.3866
890 8.321e+33 6.123e+15 1.109e+07 6.23e-20 0.5933 0.3866
891 8.321e+33 6.15e+15 1.109e+07 6.175e-20 0.5933 0.3866
892 8.321e+33 6.177e+15 1.109e+07 6.121e-20 0.5933 0.3866
893 8.321e+33 6.205e+15 1.109e+07 6.067e-20 0.5933 0.3866
894 8.321e+33 6.232e+15 1.109e+07 6.013e-20 0.5933 0.3866
895 8.321e+33 6.26e+15 1.109e+07 5.96e-20 0.5933 0.3866
896 8.321e+33 6.287e+15 1.109e+07 5.908e-20 0.5933 0.3866
897 8.321e+33 6.315e+15 1.109e+07 5.856e-20 0.5933 0.3866
898 8.321e+33 6.343e+15 1.109e+07 5.805e-20 0.5933 0.3866
899 8.321e+33 6.371e+15 1.109e+07 5.753e-20 0.5933 0.3866
900 8.321e+33 6.4e+15 1.109e+07 5.703e-20 0.5933 0.3866
901 8.321e+33 6.428e+15 1.109e+07 5.653e-20 0.5933 0.3866
902 8.321e+33 6.456e+15 1.109e+07 5.603e-20 0.5933 0.3866
903 8.321e+33 6.485e+15 1.109e+07 5.554e-20 0.5933 0.3866
904 8.321e+33 6.514e+15 1.109e+07 5.505e-20 0.5933 0.3866
905 8.321e+33 6.542e+15 1.109e+07 5.456e-20 0.5933 0.3866
906 8.321e+33 6.571e+15 1.109e+07 5.408e-20 0.5933 0.3866
907 8.321e+33 6.601e+15 1.109e+07 5.361e-20 0.5933 0.3866
908 8.321e+33 6.63e+15 1.109e+07 5.314e-20 0.5933 0.3866
909 8.321e+33 6.659e+15 1.109e+07 5.267e-20 0.5933 0.3866
910 8.321e+33 6.689e+15 1.109e+07 5.221e-20 0.5933 0.3866
911 8.321e+33 6.718e+15 1.109e+07 5.175e-20 0.5933 0.3866
912 8.321e+33 6.748e+15 1.109e+07 5.129e-20 0.5933 0.3866
913 8.321e+33 6.778e+15 1.109e+07 5.084e-20 0.5933 0.3866
914 8.321e+33 6.808e+15 1.109e+07 5.039e-20 0.5933 0.3866
915 8.321e+33 6.838e+15 1.109e+07 4.995e-20 0.5933 0.3866
916 8.321e+33 6.868e+15 1.109e+07 4.951e-20 0.5933 0.3866
917 8.321e+33 6.899e+15 1.109e+07 4.908e-20 0.5933 0.3866
918 8.321e+33 6.929e+15 1.109e+07 4.864e-20 0.5933 0.3866
919 8.321e+33 6.96e+15 1.109e+07 4.822e-20 0.5933 0.3866
920 8.321e+33 6.991e+15 1.109e+07 4.779e-20 0.5933 0.3866
921 8.321e+33 7.022e+15 1.109e+07 4.737e-20 0.5933 0.3866
922 8.321e+33 7.053e+15 1.109e+07 4.696e-20 0.5933 0.3866
923 8.321e+33 7.084e+15 1.109e+07 4.654e-20 0.5933 0.3866
924 8.321e+33 7.115e+15 1.109e+07 4.613e-20 0.5933 0.3866
925 8.321e+33 7.147e+15 1.109e+07 4.573e-20 0.5933 0.3866
926 8.321e+33 7.178e+15 1.109e+07 4.533e-20 0.5933 0.3866
927 8.321e+33 7.21e+15 1.109e+07 4.493e-20 0.5933 0.3866
928 8.321e+33 7.242e+15 1.109e+07 4.453e-20 0.5933 0.3866
929 8.321e+33 7.274e+15 1.109e+07 4.414e-20 0.5933 0.3866
930 8.321e+33 7.306e+15 1.109e+07 4.375e-20 0.5933 0.3866
931 8.321e+33 7.339e+15 1.109e+07 4.337e-20 0.5933 0.3866
932 8.321e+33 7.371e+15 1.109e+07 4.299e-20 0.5933 0.3866
933 8.321e+33 7.404e+15 1.109e+07 4.261e-20 0.5933 0.3866
934 8.321e+33 7.437e+15 1.109e+07 4.223e-20 0.5933 0.3866
935 8.321e+33 7.47e+15 1.109e+07 4.186e-20 0.5933 0.3866
936 8.321e+33 7.503e+15 1.109e+07 4.149e-20 0.5933 0.3866
937 8.321e+33 7.536e+15 1.109e+07 4.113e-20 0.5933 0.3866
938 8.321e+33 7.569e+15 1.109e+07 4.077e-20 0.5933 0.3866
939 8.321e+33 7.603e+15 1.109e+07 4.041e-20 0.5933 0.3866
940 8.321e+33 7.636e+15 1.109e+07 4.005e-20 0.5933 0.3866
941 8.321e+33 7.67e+15 1.109e+07 3.97e-20 0.5933 0.3866
942 8.321e+33 7.704e+15 1.109e+07 3.935e-20 0.5933 0.3866
943 8.321e+33 7.738e+15 1.109e+07 3.9e-20 0.5933 0.3866
944 8.321e+33 7.772e+15 1.109e+07 3.866e-20 0.5933 0.3866
945 8.321e+33 7.807e+15 1.109e+07 3.832e-20 0.5933 0.3866
946 8.321e+33 7.841e+15 1.109e+07 3.798e-20 0.5933 0.3866
947 8.321e+33 7.876e+15 1.109e+07 3.765e-20 0.5933 0.3866
948 8.321e+33 7.911e+15 1.109e+07 3.732e-20 0.5933 0.3866
949 8.321e+33 7.946e+15 1.109e+07 3.699e-20 0.5933 0.3866
950 8.321e+33 7.981e+15 1.109e+07 3.667e-20 0.5933 0.3866
951 8.321e+33 8.017e+15 1.109e+07 3.634e-20 0.5933 0.3866
952 8.321e+33 8.052e+15 1.109e+07 3.602e-20 0.5933 0.3866
953 8.321e+33 8.088e+15 1.109e+07 3.571e-20 0.5933 0.3866
954 8.321e+33 8.123e+15 1.109e+07 3.539e-20 0.5933 0.3866
955 8.321e+33 8.159e+15 1.109e+07 3.508e-20 0.5933 0.3866
956 8.321e+33 8.196e+15 1.109e+07 3.477e-20 0.5933 0.3866
957 8.321e+33 8.232e+15 1.109e+07 3.447e-20 0.5933 0.3866
958 8.321e+33 8.268e+15 1.109e+07 3.416e-20 0.5933 0.3866
959 8.321e+33 8.305e+15 1.109e+07 3.386e-20 0.5933 0.3866
960 8.321e+33 8.342e+15 1.109e+07 3.357e-20 0.5933 0.3866
961 8.321e+33 8.379e+15 1.109e+07 3.327e-20 0.5933 0.3866
962 8.321e+33 8.416e+15 1.109e+07 3.298e-20 0.5933 0.3866
963 8.321e+33 8.453e+15 1.109e+07 3.269e-20 0.5933 0.3866
964 8.321e+33 8.49e+15 1.109e+07 3.24e-20 0.5933 0.3866
965 8.321e+33 8.528e+15 1.109e+07 3.211e-20 0.5933 0.3866
966 8.321e+33 8.566e+15 1.109e+07 3.183e-20 0.5933 0.3866
967 8.321e+33 8.604e+15 1.109e+07 3.155e-20 0.5933 0.3866
968 8.321e+33 8.642e+15 1.109e+07 3.127e-20 0.5933 0.3866
969 8.321e+33 8.68e+15 1.109e+07 3.1e-20 0.5933 0.3866
970 8.321e+33 8.718e+15 1.109e+07 3.073e-20 0.5933 0.3866
971 8.321e+33 8.757e+15 1.109e+07 3.046e-20 0.5933 0.3866
972 8.321e+33 8.796e+15 1.109e+07 3.019e-20 0.5933 0.3866
973 8.321e+33 8.835e+15 1.109e+07 2.992e-20 0.5933 0.3866
974 8.321e+33 8.874e+15 1.109e+07 2.966e-20 0.5933 0.3866
975 8.321e+33 8.913e+15 1.109e+07 2.94e-20 0.5933 0.3866
976 8.321e+33 8.953e+15 1.109e+07 2.914e-20 0.5933 0.3866
977 8.321e+33 8.992e+15 1.109e+07 2.888e-20 0.5933 0.3866
978 8.321e+33 9.032e+15 1.109e+07 2.863e-20 0.5933 0.3866
979 8.321e+33 9.072e+15 1.109e+07 2.838e-20 0.5933 0.3866
980 8.321e+33 9.112e+15 1.109e+07 2.813e-20 0.5933 0.3866
981 8.321e+33 9.152e+15 1.109e+07 2.788e-20 0.5933 0.3866
982 8.321e+33 9.193e+15 1.109e+07 2.764e-20 0.5933 0.3866
983 8.321e+33 9.234e+15 1.109e+07 2.739e-20 0.5933 0.3866
984 8.321e+33 9.275e+15 1.109e+07 2.715e-20 0.5933 0.3866
985 8.321e+33 9.316e+15 1.109e+07 2.691e-20 0.5933 0.3866
986 8.321e+33 9.357e+15 1.109e+07 2.668e-20 0.5933 0.3866
987 8.321e+33 9.398e+15 1.109e+07 2.644e-20 0.5933 0.3866
988 8.321e+33 9.44e+15 1.109e+07 2.621e-20 0.5933 0.3866
989 8.321e+33 9.482e+15 1.109e+07 2.598e-20 0.5933 0.3866
990 8.321e+33 9.524e+15 1.109e+07 2.575e-20 0.5933 0.3866
991 8.321e+33 9.566e+15 1.109e+07 2.552e-20 0.5933 0.3866
992 8.321e+33 9.608e+15 1.109e+07 2.53e-20 0.5933 0.3866
993 8.321e+33 9.651e+15 1.109e+07 2.508e-20 0.5933 0.3866
994 8.321e+33 9.693e+15 1.109e+07 2.486e-20 0.5933 0.3866
995 8.321e+33 9.736e+15 1.109e+07 2.464e-20 0.5933 0.3866
996 8.321e+33 9.779e+15 1.109e+07 2.442e-20 0.5933 0.3866
997 8.321e+33 9.823e+15 1.109e+07 2.421e-20 0.5933 0.3866
998 8.321e+33 9.866e+15 1.109e+07 2.399e-20 0.5933 0.3866
999 8.321e+33 9.91e+15 1.109e+07 2.378e-20 0.5933 0.3866
