 j EnclosedM[g] Rad[cm] Vel[cm/s] Den[g/cc] X_H X_He
342 8.279e+33 5.441e+14 4.904e+06 3.022e-14 0.5933 0.3866
343 8.28e+33 5.465e+14 4.933e+06 2.989e-14 0.5933 0.3866
344 8.28e+33 5.49e+14 4.963e+06 2.964e-14 0.5933 0.3866
345 8.28e+33 5.514e+14 4.992e+06 2.946e-14 0.5933 0.3866
346 8.281e+33 5.538e+14 5.021e+06 2.931e-14 0.5933 0.3866
347 8.281e+33 5.563e+14 5.051e+06 2.913e-14 0.5933 0.3866
348 8.281e+33 5.587e+14 5.081e+06 2.893e-14 0.5933 0.3866
349 8.281e+33 5.612e+14 5.112e+06 2.876e-14 0.5933 0.3866
350 8.282e+33 5.637e+14 5.143e+06 2.865e-14 0.5933 0.3866
351 8.282e+33 5.662e+14 5.175e+06 2.861e-14 0.5933 0.3866
352 8.282e+33 5.687e+14 5.207e+06 2.86e-14 0.5933 0.3866
353 8.283e+33 5.712e+14 5.239e+06 2.854e-14 0.5933 0.3866
354 8.283e+33 5.737e+14 5.271e+06 2.838e-14 0.5933 0.3866
355 8.283e+33 5.763e+14 5.302e+06 2.812e-14 0.5933 0.3866
356 8.283e+33 5.788e+14 5.334e+06 2.78e-14 0.5933 0.3866
357 8.284e+33 5.814e+14 5.365e+06 2.747e-14 0.5933 0.3866
358 8.284e+33 5.84e+14 5.396e+06 2.714e-14 0.5933 0.3866
359 8.284e+33 5.866e+14 5.427e+06 2.684e-14 0.5933 0.3866
360 8.285e+33 5.892e+14 5.459e+06 2.653e-14 0.5933 0.3866
361 8.285e+33 5.918e+14 5.49e+06 2.62e-14 0.5933 0.3866
362 8.285e+33 5.944e+14 5.522e+06 2.586e-14 0.5933 0.3866
363 8.286e+33 5.97e+14 5.554e+06 2.552e-14 0.5933 0.3866
364 8.286e+33 5.997e+14 5.586e+06 2.519e-14 0.5933 0.3866
365 8.286e+33 6.023e+14 5.618e+06 2.487e-14 0.5933 0.3866
366 8.286e+33 6.05e+14 5.65e+06 2.453e-14 0.5933 0.3866
367 8.287e+33 6.077e+14 5.683e+06 2.413e-14 0.5933 0.3866
368 8.287e+33 6.103e+14 5.716e+06 2.367e-14 0.5933 0.3866
369 8.287e+33 6.13e+14 5.75e+06 2.315e-14 0.5933 0.3866
370 8.288e+33 6.158e+14 5.783e+06 2.268e-14 0.5933 0.3866
371 8.288e+33 6.185e+14 5.815e+06 2.243e-14 0.5933 0.3866
372 8.288e+33 6.212e+14 5.845e+06 2.25e-14 0.5933 0.3866
373 8.288e+33 6.24e+14 5.876e+06 2.264e-14 0.5933 0.3866
374 8.289e+33 6.267e+14 5.909e+06 2.239e-14 0.5933 0.3866
375 8.289e+33 6.295e+14 5.944e+06 2.201e-14 0.5933 0.3866
376 8.289e+33 6.323e+14 5.98e+06 2.195e-14 0.5933 0.3866
377 8.29e+33 6.351e+14 6.016e+06 2.191e-14 0.5933 0.3866
378 8.29e+33 6.379e+14 6.049e+06 2.158e-14 0.5933 0.3866
379 8.29e+33 6.407e+14 6.08e+06 2.107e-14 0.5933 0.3866
380 8.291e+33 6.436e+14 6.112e+06 2.061e-14 0.5933 0.3866
381 8.291e+33 6.464e+14 6.146e+06 2.023e-14 0.5933 0.3866
382 8.291e+33 6.493e+14 6.18e+06 1.994e-14 0.5933 0.3866
383 8.292e+33 6.522e+14 6.215e+06 1.972e-14 0.5933 0.3866
384 8.292e+33 6.55e+14 6.249e+06 1.945e-14 0.5933 0.3866
385 8.292e+33 6.579e+14 6.283e+06 1.915e-14 0.5933 0.3866
386 8.292e+33 6.609e+14 6.316e+06 1.891e-14 0.5933 0.3866
387 8.293e+33 6.638e+14 6.35e+06 1.868e-14 0.5933 0.3866
388 8.293e+33 6.667e+14 6.385e+06 1.845e-14 0.5933 0.3866
389 8.293e+33 6.697e+14 6.42e+06 1.823e-14 0.5933 0.3866
390 8.294e+33 6.726e+14 6.456e+06 1.792e-14 0.5933 0.3866
391 8.294e+33 6.756e+14 6.492e+06 1.757e-14 0.5933 0.3866
392 8.294e+33 6.786e+14 6.529e+06 1.713e-14 0.5933 0.3866
393 8.295e+33 6.816e+14 6.566e+06 1.656e-14 0.5933 0.3866
394 8.295e+33 6.846e+14 6.6e+06 1.617e-14 0.5933 0.3866
395 8.295e+33 6.877e+14 6.633e+06 1.596e-14 0.5933 0.3866
396 8.295e+33 6.907e+14 6.666e+06 1.575e-14 0.5933 0.3866
397 8.296e+33 6.938e+14 6.701e+06 1.531e-14 0.5933 0.3866
398 8.296e+33 6.968e+14 6.737e+06 1.496e-14 0.5933 0.3866
399 8.296e+33 6.999e+14 6.775e+06 1.486e-14 0.5933 0.3866
400 8.297e+33 7.03e+14 6.813e+06 1.471e-14 0.5933 0.3866
401 8.297e+33 7.061e+14 6.849e+06 1.449e-14 0.5933 0.3866
402 8.297e+33 7.093e+14 6.885e+06 1.419e-14 0.5933 0.3866
403 8.297e+33 7.124e+14 6.921e+06 1.396e-14 0.5933 0.3866
404 8.298e+33 7.155e+14 6.957e+06 1.376e-14 0.5933 0.3866
405 8.298e+33 7.187e+14 6.994e+06 1.356e-14 0.5933 0.3866
406 8.298e+33 7.219e+14 7.03e+06 1.35e-14 0.5933 0.3866
407 8.298e+33 7.251e+14 7.063e+06 1.372e-14 0.5933 0.3866
408 8.299e+33 7.283e+14 7.094e+06 1.432e-14 0.5933 0.3866
409 8.299e+33 7.315e+14 7.131e+06 1.453e-14 0.5933 0.3866
410 8.299e+33 7.348e+14 7.179e+06 1.45e-14 0.5933 0.3866
411 8.3e+33 7.38e+14 7.221e+06 1.436e-14 0.5933 0.3866
412 8.3e+33 7.413e+14 7.255e+06 1.358e-14 0.5933 0.3866
413 8.3e+33 7.446e+14 7.289e+06 1.318e-14 0.5933 0.3866
414 8.301e+33 7.479e+14 7.328e+06 1.301e-14 0.5933 0.3866
415 8.301e+33 7.512e+14 7.367e+06 1.289e-14 0.5933 0.3866
416 8.301e+33 7.545e+14 7.407e+06 1.27e-14 0.5933 0.3866
417 8.302e+33 7.578e+14 7.449e+06 1.24e-14 0.5933 0.3866
418 8.302e+33 7.612e+14 7.491e+06 1.209e-14 0.5933 0.3866
419 8.302e+33 7.646e+14 7.533e+06 1.181e-14 0.5933 0.3866
420 8.302e+33 7.679e+14 7.572e+06 1.154e-14 0.5933 0.3866
421 8.303e+33 7.713e+14 7.608e+06 1.14e-14 0.5933 0.3866
422 8.303e+33 7.748e+14 7.642e+06 1.137e-14 0.5933 0.3866
423 8.303e+33 7.782e+14 7.678e+06 1.124e-14 0.5933 0.3866
424 8.304e+33 7.816e+14 7.715e+06 1.095e-14 0.5933 0.3866
425 8.304e+33 7.851e+14 7.757e+06 1.08e-14 0.5933 0.3866
426 8.304e+33 7.886e+14 7.803e+06 1.065e-14 0.5933 0.3866
427 8.304e+33 7.921e+14 7.848e+06 1.033e-14 0.5933 0.3866
428 8.305e+33 7.956e+14 7.889e+06 1.005e-14 0.5933 0.3866
429 8.305e+33 7.991e+14 7.927e+06 9.756e-15 0.5933 0.3866
430 8.305e+33 8.026e+14 7.963e+06 9.341e-15 0.5933 0.3866
431 8.306e+33 8.062e+14 7.998e+06 8.99e-15 0.5933 0.3866
432 8.306e+33 8.098e+14 8.034e+06 8.863e-15 0.5933 0.3866
433 8.306e+33 8.133e+14 8.071e+06 8.936e-15 0.5933 0.3866
434 8.306e+33 8.169e+14 8.112e+06 8.985e-15 0.5933 0.3866
435 8.307e+33 8.206e+14 8.157e+06 8.75e-15 0.5933 0.3866
436 8.307e+33 8.242e+14 8.204e+06 8.462e-15 0.5933 0.3866
437 8.307e+33 8.278e+14 8.251e+06 8.398e-15 0.5933 0.3866
438 8.307e+33 8.315e+14 8.297e+06 8.389e-15 0.5933 0.3866
439 8.308e+33 8.352e+14 8.337e+06 8.043e-15 0.5933 0.3866
440 8.308e+33 8.389e+14 8.374e+06 7.649e-15 0.5933 0.3866
441 8.308e+33 8.426e+14 8.41e+06 7.399e-15 0.5933 0.3866
442 8.308e+33 8.463e+14 8.449e+06 7.367e-15 0.5933 0.3866
443 8.309e+33 8.501e+14 8.49e+06 7.391e-15 0.5933 0.3866
444 8.309e+33 8.538e+14 8.534e+06 7.241e-15 0.5933 0.3866
445 8.309e+33 8.576e+14 8.578e+06 6.955e-15 0.5933 0.3866
446 8.309e+33 8.614e+14 8.624e+06 6.869e-15 0.5933 0.3866
447 8.31e+33 8.652e+14 8.67e+06 7.058e-15 0.5933 0.3866
448 8.31e+33 8.691e+14 8.715e+06 7.021e-15 0.5933 0.3866
449 8.31e+33 8.729e+14 8.756e+06 6.595e-15 0.5933 0.3866
450 8.31e+33 8.768e+14 8.797e+06 6.222e-15 0.5933 0.3866
451 8.311e+33 8.806e+14 8.841e+06 6.183e-15 0.5933 0.3866
452 8.311e+33 8.845e+14 8.886e+06 6.319e-15 0.5933 0.3866
453 8.311e+33 8.885e+14 8.927e+06 6.186e-15 0.5933 0.3866
454 8.311e+33 8.924e+14 8.967e+06 5.796e-15 0.5933 0.3866
455 8.311e+33 8.963e+14 9.013e+06 5.484e-15 0.5933 0.3866
456 8.312e+33 9.003e+14 9.062e+06 5.386e-15 0.5933 0.3866
457 8.312e+33 9.043e+14 9.112e+06 5.356e-15 0.5933 0.3866
458 8.312e+33 9.083e+14 9.156e+06 5.191e-15 0.5933 0.3866
459 8.312e+33 9.123e+14 9.194e+06 5.026e-15 0.5933 0.3866
460 8.313e+33 9.164e+14 9.232e+06 4.941e-15 0.5933 0.3866
461 8.313e+33 9.204e+14 9.271e+06 4.942e-15 0.5933 0.3866
462 8.313e+33 9.245e+14 9.316e+06 4.882e-15 0.5933 0.3866
463 8.313e+33 9.286e+14 9.365e+06 4.693e-15 0.5933 0.3866
464 8.313e+33 9.327e+14 9.42e+06 4.5e-15 0.5933 0.3866
465 8.314e+33 9.368e+14 9.477e+06 4.391e-15 0.5933 0.3866
466 8.314e+33 9.41e+14 9.53e+06 4.318e-15 0.5933 0.3866
467 8.314e+33 9.451e+14 9.574e+06 4.169e-15 0.5933 0.3866
468 8.314e+33 9.493e+14 9.611e+06 3.931e-15 0.5933 0.3866
469 8.314e+33 9.535e+14 9.644e+06 3.836e-15 0.5933 0.3866
470 8.315e+33 9.577e+14 9.68e+06 3.817e-15 0.5933 0.3866
471 8.315e+33 9.62e+14 9.723e+06 3.779e-15 0.5933 0.3866
472 8.315e+33 9.662e+14 9.771e+06 3.648e-15 0.5933 0.3866
473 8.315e+33 9.705e+14 9.827e+06 3.501e-15 0.5933 0.3866
474 8.315e+33 9.748e+14 9.888e+06 3.428e-15 0.5933 0.3866
475 8.315e+33 9.791e+14 9.947e+06 3.396e-15 0.5933 0.3866
476 8.316e+33 9.835e+14 9.996e+06 3.308e-15 0.5933 0.3866
477 8.316e+33 9.878e+14 1.004e+07 3.122e-15 0.5933 0.3866
478 8.316e+33 9.922e+14 1.008e+07 2.936e-15 0.5933 0.3866
479 8.316e+33 9.966e+14 1.012e+07 2.839e-15 0.5933 0.3866
480 8.316e+33 1.001e+15 1.016e+07 2.77e-15 0.5933 0.3866
481 8.316e+33 1.005e+15 1.021e+07 2.697e-15 0.5933 0.3866
482 8.317e+33 1.01e+15 1.025e+07 2.618e-15 0.5933 0.3866
483 8.317e+33 1.014e+15 1.031e+07 2.515e-15 0.5933 0.3866
484 8.317e+33 1.019e+15 1.036e+07 2.426e-15 0.5933 0.3866
485 8.317e+33 1.023e+15 1.041e+07 2.348e-15 0.5933 0.3866
486 8.317e+33 1.028e+15 1.046e+07 2.287e-15 0.5933 0.3866
487 8.317e+33 1.032e+15 1.051e+07 2.194e-15 0.5933 0.3866
488 8.317e+33 1.037e+15 1.055e+07 2.062e-15 0.5933 0.3866
489 8.317e+33 1.042e+15 1.06e+07 1.974e-15 0.5933 0.3866
490 8.318e+33 1.046e+15 1.065e+07 1.902e-15 0.5933 0.3866
491 8.318e+33 1.051e+15 1.07e+07 1.803e-15 0.5933 0.3866
492 8.318e+33 1.055e+15 1.074e+07 1.706e-15 0.5933 0.3866
493 8.318e+33 1.06e+15 1.079e+07 1.664e-15 0.5933 0.3866
494 8.318e+33 1.065e+15 1.084e+07 1.624e-15 0.5933 0.3866
495 8.318e+33 1.07e+15 1.089e+07 1.555e-15 0.5933 0.3866
496 8.318e+33 1.074e+15 1.094e+07 1.489e-15 0.5933 0.3866
497 8.318e+33 1.079e+15 1.098e+07 1.441e-15 0.5933 0.3866
498 8.318e+33 1.084e+15 1.103e+07 1.396e-15 0.5933 0.3866
499 8.319e+33 1.089e+15 1.108e+07 1.337e-15 0.5933 0.3866
500 8.319e+33 1.093e+15 1.114e+07 1.273e-15 0.5933 0.3866
501 8.319e+33 1.098e+15 1.119e+07 1.21e-15 0.5933 0.3866
502 8.319e+33 1.103e+15 1.124e+07 1.145e-15 0.5933 0.3866
503 8.319e+33 1.108e+15 1.128e+07 1.083e-15 0.5933 0.3866
504 8.319e+33 1.113e+15 1.133e+07 1.042e-15 0.5933 0.3866
505 8.319e+33 1.118e+15 1.138e+07 1.014e-15 0.5933 0.3866
506 8.319e+33 1.123e+15 1.143e+07 9.876e-16 0.5933 0.3866
507 8.319e+33 1.128e+15 1.147e+07 9.243e-16 0.5933 0.3866
508 8.319e+33 1.133e+15 1.152e+07 8.557e-16 0.5933 0.3866
509 8.319e+33 1.138e+15 1.156e+07 7.919e-16 0.5933 0.3866
510 8.319e+33 1.143e+15 1.16e+07 7.454e-16 0.5933 0.3866
511 8.319e+33 1.148e+15 1.165e+07 7.353e-16 0.5933 0.3866
512 8.319e+33 1.153e+15 1.17e+07 7.252e-16 0.5933 0.3866
513 8.319e+33 1.158e+15 1.175e+07 7.153e-16 0.5933 0.3866
514 8.32e+33 1.163e+15 1.18e+07 6.743e-16 0.5933 0.3866
515 8.32e+33 1.168e+15 1.184e+07 6.26e-16 0.5933 0.3866
516 8.32e+33 1.174e+15 1.188e+07 5.81e-16 0.5933 0.3866
517 8.32e+33 1.179e+15 1.192e+07 5.39e-16 0.5933 0.3866
518 8.32e+33 1.184e+15 1.196e+07 5.002e-16 0.5933 0.3866
519 8.32e+33 1.189e+15 1.201e+07 4.956e-16 0.5933 0.3866
520 8.32e+33 1.194e+15 1.206e+07 4.911e-16 0.5933 0.3866
521 8.32e+33 1.2e+15 1.211e+07 4.866e-16 0.5933 0.3866
522 8.32e+33 1.205e+15 1.216e+07 4.821e-16 0.5933 0.3866
523 8.32e+33 1.21e+15 1.22e+07 4.684e-16 0.5933 0.3866
524 8.32e+33 1.216e+15 1.225e+07 4.395e-16 0.5933 0.3866
525 8.32e+33 1.221e+15 1.229e+07 4.122e-16 0.5933 0.3866
526 8.32e+33 1.227e+15 1.233e+07 3.865e-16 0.5933 0.3866
527 8.32e+33 1.232e+15 1.237e+07 3.623e-16 0.5933 0.3866
528 8.32e+33 1.237e+15 1.241e+07 3.396e-16 0.5933 0.3866
529 8.32e+33 1.243e+15 1.245e+07 3.181e-16 0.5933 0.3866
530 8.32e+33 1.248e+15 1.25e+07 3.096e-16 0.5933 0.3866
531 8.32e+33 1.254e+15 1.255e+07 3.05e-16 0.5933 0.3866
532 8.32e+33 1.259e+15 1.26e+07 3.004e-16 0.5933 0.3866
533 8.32e+33 1.265e+15 1.265e+07 2.958e-16 0.5933 0.3866
534 8.32e+33 1.271e+15 1.27e+07 2.913e-16 0.5933 0.3866
535 8.32e+33 1.276e+15 1.276e+07 2.868e-16 0.5933 0.3866
536 8.32e+33 1.282e+15 1.28e+07 2.817e-16 0.5933 0.3866
537 8.32e+33 1.288e+15 1.281e+07 2.681e-16 0.5933 0.3866
538 8.32e+33 1.293e+15 1.281e+07 2.552e-16 0.5933 0.3866
539 8.32e+33 1.299e+15 1.282e+07 2.428e-16 0.5933 0.3866
540 8.32e+33 1.305e+15 1.282e+07 2.31e-16 0.5933 0.3866
541 8.32e+33 1.311e+15 1.283e+07 2.197e-16 0.5933 0.3866
542 8.32e+33 1.316e+15 1.283e+07 2.089e-16 0.5933 0.3866
543 8.32e+33 1.322e+15 1.284e+07 1.985e-16 0.5933 0.3866
544 8.32e+33 1.328e+15 1.284e+07 1.887e-16 0.5933 0.3866
545 8.32e+33 1.334e+15 1.285e+07 1.793e-16 0.5933 0.3866
546 8.32e+33 1.34e+15 1.285e+07 1.703e-16 0.5933 0.3866
547 8.32e+33 1.346e+15 1.286e+07 1.618e-16 0.5933 0.3866
548 8.32e+33 1.352e+15 1.286e+07 1.536e-16 0.5933 0.3866
549 8.32e+33 1.358e+15 1.287e+07 1.458e-16 0.5933 0.3866
550 8.32e+33 1.364e+15 1.287e+07 1.384e-16 0.5933 0.3866
551 8.32e+33 1.37e+15 1.288e+07 1.314e-16 0.5933 0.3866
552 8.32e+33 1.376e+15 1.288e+07 1.246e-16 0.5933 0.3866
553 8.32e+33 1.382e+15 1.289e+07 1.182e-16 0.5933 0.3866
554 8.32e+33 1.388e+15 1.289e+07 1.121e-16 0.5933 0.3866
555 8.32e+33 1.394e+15 1.29e+07 1.062e-16 0.5933 0.3866
556 8.32e+33 1.4e+15 1.29e+07 1.007e-16 0.5933 0.3866
557 8.32e+33 1.407e+15 1.291e+07 9.542e-17 0.5933 0.3866
558 8.32e+33 1.413e+15 1.292e+07 9.039e-17 0.5933 0.3866
559 8.32e+33 1.419e+15 1.292e+07 8.561e-17 0.5933 0.3866
560 8.32e+33 1.425e+15 1.293e+07 8.107e-17 0.5933 0.3866
561 8.32e+33 1.432e+15 1.293e+07 7.674e-17 0.5933 0.3866
562 8.32e+33 1.438e+15 1.294e+07 7.263e-17 0.5933 0.3866
563 8.321e+33 1.444e+15 1.294e+07 6.872e-17 0.5933 0.3866
564 8.321e+33 1.451e+15 1.295e+07 6.501e-17 0.5933 0.3866
565 8.321e+33 1.457e+15 1.295e+07 6.148e-17 0.5933 0.3866
566 8.321e+33 1.464e+15 1.296e+07 5.813e-17 0.5933 0.3866
567 8.321e+33 1.47e+15 1.296e+07 5.495e-17 0.5933 0.3866
568 8.321e+33 1.477e+15 1.297e+07 5.193e-17 0.5933 0.3866
569 8.321e+33 1.483e+15 1.297e+07 4.906e-17 0.5933 0.3866
570 8.321e+33 1.49e+15 1.298e+07 4.634e-17 0.5933 0.3866
571 8.321e+33 1.496e+15 1.299e+07 4.376e-17 0.5933 0.3866
572 8.321e+33 1.503e+15 1.299e+07 4.131e-17 0.5933 0.3866
573 8.321e+33 1.51e+15 1.3e+07 3.899e-17 0.5933 0.3866
574 8.321e+33 1.516e+15 1.3e+07 3.68e-17 0.5933 0.3866
575 8.321e+33 1.523e+15 1.3e+07 3.571e-17 0.5933 0.3866
576 8.321e+33 1.53e+15 1.299e+07 3.513e-17 0.5933 0.3866
577 8.321e+33 1.536e+15 1.298e+07 3.456e-17 0.5933 0.3866
578 8.321e+33 1.543e+15 1.297e+07 3.399e-17 0.5933 0.3866
579 8.321e+33 1.55e+15 1.296e+07 3.343e-17 0.5933 0.3866
580 8.321e+33 1.557e+15 1.296e+07 3.287e-17 0.5933 0.3866
581 8.321e+33 1.564e+15 1.295e+07 3.232e-17 0.5933 0.3866
582 8.321e+33 1.571e+15 1.294e+07 3.178e-17 0.5933 0.3866
583 8.321e+33 1.578e+15 1.293e+07 3.125e-17 0.5933 0.3866
584 8.321e+33 1.585e+15 1.292e+07 3.072e-17 0.5933 0.3866
585 8.321e+33 1.592e+15 1.291e+07 3.02e-17 0.5933 0.3866
586 8.321e+33 1.599e+15 1.29e+07 2.968e-17 0.5933 0.3866
587 8.321e+33 1.606e+15 1.29e+07 2.917e-17 0.5933 0.3866
588 8.321e+33 1.613e+15 1.289e+07 2.867e-17 0.5933 0.3866
589 8.321e+33 1.62e+15 1.288e+07 2.818e-17 0.5933 0.3866
590 8.321e+33 1.627e+15 1.287e+07 2.769e-17 0.5933 0.3866
591 8.321e+33 1.634e+15 1.286e+07 2.721e-17 0.5933 0.3866
592 8.321e+33 1.642e+15 1.285e+07 2.673e-17 0.5933 0.3866
593 8.321e+33 1.649e+15 1.284e+07 2.626e-17 0.5933 0.3866
594 8.321e+33 1.656e+15 1.283e+07 2.58e-17 0.5933 0.3866
595 8.321e+33 1.664e+15 1.282e+07 2.534e-17 0.5933 0.3866
596 8.321e+33 1.671e+15 1.282e+07 2.489e-17 0.5933 0.3866
597 8.321e+33 1.678e+15 1.281e+07 2.444e-17 0.5933 0.3866
598 8.321e+33 1.686e+15 1.28e+07 2.4e-17 0.5933 0.3866
599 8.321e+33 1.693e+15 1.279e+07 2.357e-17 0.5933 0.3866
600 8.321e+33 1.701e+15 1.278e+07 2.314e-17 0.5933 0.3866
601 8.321e+33 1.708e+15 1.277e+07 2.272e-17 0.5933 0.3866
602 8.321e+33 1.716e+15 1.276e+07 2.231e-17 0.5933 0.3866
603 8.321e+33 1.723e+15 1.275e+07 2.19e-17 0.5933 0.3866
604 8.321e+33 1.731e+15 1.274e+07 2.149e-17 0.5933 0.3866
605 8.321e+33 1.739e+15 1.273e+07 2.11e-17 0.5933 0.3866
606 8.321e+33 1.746e+15 1.272e+07 2.07e-17 0.5933 0.3866
607 8.321e+33 1.754e+15 1.271e+07 2.032e-17 0.5933 0.3866
608 8.321e+33 1.762e+15 1.27e+07 1.993e-17 0.5933 0.3866
609 8.321e+33 1.77e+15 1.269e+07 1.956e-17 0.5933 0.3866
610 8.321e+33 1.778e+15 1.268e+07 1.919e-17 0.5933 0.3866
611 8.321e+33 1.785e+15 1.267e+07 1.882e-17 0.5933 0.3866
612 8.321e+33 1.793e+15 1.266e+07 1.846e-17 0.5933 0.3866
613 8.321e+33 1.801e+15 1.265e+07 1.811e-17 0.5933 0.3866
614 8.321e+33 1.809e+15 1.264e+07 1.776e-17 0.5933 0.3866
615 8.321e+33 1.817e+15 1.263e+07 1.742e-17 0.5933 0.3866
616 8.321e+33 1.825e+15 1.262e+07 1.708e-17 0.5933 0.3866
617 8.321e+33 1.833e+15 1.261e+07 1.675e-17 0.5933 0.3866
618 8.321e+33 1.841e+15 1.26e+07 1.642e-17 0.5933 0.3866
619 8.321e+33 1.85e+15 1.259e+07 1.609e-17 0.5933 0.3866
620 8.321e+33 1.858e+15 1.258e+07 1.578e-17 0.5933 0.3866
621 8.321e+33 1.866e+15 1.257e+07 1.546e-17 0.5933 0.3866
622 8.321e+33 1.874e+15 1.256e+07 1.515e-17 0.5933 0.3866
623 8.321e+33 1.883e+15 1.255e+07 1.485e-17 0.5933 0.3866
624 8.321e+33 1.891e+15 1.254e+07 1.455e-17 0.5933 0.3866
625 8.321e+33 1.899e+15 1.253e+07 1.426e-17 0.5933 0.3866
626 8.321e+33 1.908e+15 1.252e+07 1.397e-17 0.5933 0.3866
627 8.321e+33 1.916e+15 1.251e+07 1.368e-17 0.5933 0.3866
628 8.321e+33 1.925e+15 1.25e+07 1.34e-17 0.5933 0.3866
629 8.321e+33 1.933e+15 1.249e+07 1.313e-17 0.5933 0.3866
630 8.321e+33 1.942e+15 1.248e+07 1.286e-17 0.5933 0.3866
631 8.321e+33 1.95e+15 1.247e+07 1.259e-17 0.5933 0.3866
632 8.321e+33 1.959e+15 1.246e+07 1.233e-17 0.5933 0.3866
633 8.321e+33 1.968e+15 1.245e+07 1.207e-17 0.5933 0.3866
634 8.321e+33 1.976e+15 1.244e+07 1.181e-17 0.5933 0.3866
635 8.321e+33 1.985e+15 1.243e+07 1.156e-17 0.5933 0.3866
636 8.321e+33 1.994e+15 1.241e+07 1.132e-17 0.5933 0.3866
637 8.321e+33 2.003e+15 1.24e+07 1.108e-17 0.5933 0.3866
638 8.321e+33 2.012e+15 1.239e+07 1.084e-17 0.5933 0.3866
639 8.321e+33 2.02e+15 1.238e+07 1.061e-17 0.5933 0.3866
640 8.321e+33 2.029e+15 1.109e+07 5.671e-19 0.5933 0.3866
641 8.321e+33 2.038e+15 1.109e+07 5.621e-19 0.5933 0.3866
642 8.321e+33 2.047e+15 1.109e+07 5.572e-19 0.5933 0.3866
643 8.321e+33 2.057e+15 1.109e+07 5.523e-19 0.5933 0.3866
644 8.321e+33 2.066e+15 1.109e+07 5.474e-19 0.5933 0.3866
645 8.321e+33 2.075e+15 1.109e+07 5.426e-19 0.5933 0.3866
646 8.321e+33 2.084e+15 1.109e+07 5.378e-19 0.5933 0.3866
647 8.321e+33 2.093e+15 1.109e+07 5.331e-19 0.5933 0.3866
648 8.321e+33 2.102e+15 1.109e+07 5.284e-19 0.5933 0.3866
649 8.321e+33 2.112e+15 1.109e+07 5.237e-19 0.5933 0.3866
650 8.321e+33 2.121e+15 1.109e+07 5.191e-19 0.5933 0.3866
651 8.321e+33 2.13e+15 1.109e+07 5.146e-19 0.5933 0.3866
652 8.321e+33 2.14e+15 1.109e+07 5.1e-19 0.5933 0.3866
653 8.321e+33 2.149e+15 1.109e+07 5.056e-19 0.5933 0.3866
654 8.321e+33 2.159e+15 1.109e+07 5.011e-19 0.5933 0.3866
655 8.321e+33 2.168e+15 1.109e+07 4.967e-19 0.5933 0.3866
656 8.321e+33 2.178e+15 1.109e+07 4.923e-19 0.5933 0.3866
657 8.321e+33 2.188e+15 1.109e+07 4.88e-19 0.5933 0.3866
658 8.321e+33 2.197e+15 1.109e+07 4.837e-19 0.5933 0.3866
659 8.321e+33 2.207e+15 1.109e+07 4.795e-19 0.5933 0.3866
660 8.321e+33 2.217e+15 1.109e+07 4.752e-19 0.5933 0.3866
661 8.321e+33 2.227e+15 1.109e+07 4.711e-19 0.5933 0.3866
662 8.321e+33 2.237e+15 1.109e+07 4.669e-19 0.5933 0.3866
663 8.321e+33 2.246e+15 1.109e+07 4.628e-19 0.5933 0.3866
664 8.321e+33 2.256e+15 1.109e+07 4.587e-19 0.5933 0.3866
665 8.321e+33 2.266e+15 1.109e+07 4.547e-19 0.5933 0.3866
666 8.321e+33 2.276e+15 1.109e+07 4.507e-19 0.5933 0.3866
667 8.321e+33 2.286e+15 1.109e+07 4.467e-19 0.5933 0.3866
668 8.321e+33 2.297e+15 1.109e+07 4.428e-19 0.5933 0.3866
669 8.321e+33 2.307e+15 1.109e+07 4.389e-19 0.5933 0.3866
670 8.321e+33 2.317e+15 1.109e+07 4.351e-19 0.5933 0.3866
671 8.321e+33 2.327e+15 1.109e+07 4.312e-19 0.5933 0.3866
672 8.321e+33 2.338e+15 1.109e+07 4.274e-19 0.5933 0.3866
673 8.321e+33 2.348e+15 1.109e+07 4.237e-19 0.5933 0.3866
674 8.321e+33 2.358e+15 1.109e+07 4.2e-19 0.5933 0.3866
675 8.321e+33 2.369e+15 1.109e+07 4.163e-19 0.5933 0.3866
676 8.321e+33 2.379e+15 1.109e+07 4.126e-19 0.5933 0.3866
677 8.321e+33 2.39e+15 1.109e+07 4.09e-19 0.5933 0.3866
678 8.321e+33 2.4e+15 1.109e+07 4.054e-19 0.5933 0.3866
679 8.321e+33 2.411e+15 1.109e+07 4.018e-19 0.5933 0.3866
680 8.321e+33 2.422e+15 1.109e+07 3.983e-19 0.5933 0.3866
681 8.321e+33 2.432e+15 1.109e+07 3.948e-19 0.5933 0.3866
682 8.321e+33 2.443e+15 1.109e+07 3.913e-19 0.5933 0.3866
683 8.321e+33 2.454e+15 1.109e+07 3.879e-19 0.5933 0.3866
684 8.321e+33 2.465e+15 1.109e+07 3.844e-19 0.5933 0.3866
685 8.321e+33 2.476e+15 1.109e+07 3.811e-19 0.5933 0.3866
686 8.321e+33 2.487e+15 1.109e+07 3.777e-19 0.5933 0.3866
687 8.321e+33 2.498e+15 1.109e+07 3.744e-19 0.5933 0.3866
688 8.321e+33 2.509e+15 1.109e+07 3.711e-19 0.5933 0.3866
689 8.321e+33 2.52e+15 1.109e+07 3.678e-19 0.5933 0.3866
