j EnclosedMass[g] radius[cm] velocity[cm/s] density[g/cc] X_H X_He
306 -1.655e+40 1.684e+15 1.000e+07 5.581e-08 7.000e-01 2.800e-01
307 -1.652e+40 1.700e+15 1.000e+07 5.479e-08 7.000e-01 2.800e-01
308 -1.649e+40 1.716e+15 1.000e+07 5.379e-08 7.000e-01 2.800e-01
309 -1.645e+40 1.732e+15 1.000e+07 5.281e-08 7.000e-01 2.800e-01
310 -1.642e+40 1.748e+15 1.000e+07 5.184e-08 7.000e-01 2.800e-01
311 -1.639e+40 1.764e+15 1.000e+07 5.089e-08 7.000e-01 2.800e-01
312 -1.636e+40 1.780e+15 1.000e+07 4.996e-08 7.000e-01 2.800e-01
313 -1.632e+40 1.797e+15 1.000e+07 4.905e-08 7.000e-01 2.800e-01
314 -1.629e+40 1.813e+15 1.000e+07 4.815e-08 7.000e-01 2.800e-01
315 -1.626e+40 1.830e+15 1.000e+07 4.727e-08 7.000e-01 2.800e-01
316 -1.622e+40 1.847e+15 1.000e+07 4.641e-08 7.000e-01 2.800e-01
317 -1.619e+40 1.864e+15 1.000e+07 4.556e-08 7.000e-01 2.800e-01
318 -1.616e+40 1.882e+15 1.000e+07 4.472e-08 7.000e-01 2.800e-01
319 -1.612e+40 1.899e+15 1.000e+07 4.391e-08 7.000e-01 2.800e-01
320 -1.609e+40 1.917e+15 1.000e+07 4.310e-08 7.000e-01 2.800e-01
321 -1.605e+40 1.935e+15 1.000e+07 4.232e-08 7.000e-01 2.800e-01
322 -1.601e+40 1.952e+15 1.000e+07 4.154e-08 7.000e-01 2.800e-01
323 -1.598e+40 1.971e+15 1.000e+07 4.078e-08 7.000e-01 2.800e-01
324 -1.594e+40 1.989e+15 1.000e+07 4.004e-08 7.000e-01 2.800e-01
325 -1.591e+40 2.007e+15 1.000e+07 3.930e-08 7.000e-01 2.800e-01
326 -1.587e+40 2.026e+15 1.000e+07 3.858e-08 7.000e-01 2.800e-01
327 -1.583e+40 2.045e+15 1.000e+07 3.788e-08 7.000e-01 2.800e-01
328 -1.579e+40 2.064e+15 1.000e+07 3.719e-08 7.000e-01 2.800e-01
329 -1.576e+40 2.083e+15 1.000e+07 3.651e-08 7.000e-01 2.800e-01
330 -1.572e+40 2.102e+15 1.000e+07 3.584e-08 7.000e-01 2.800e-01
331 -1.568e+40 2.122e+15 1.000e+07 3.518e-08 7.000e-01 2.800e-01
332 -1.564e+40 2.141e+15 1.000e+07 3.454e-08 7.000e-01 2.800e-01
333 -1.560e+40 2.161e+15 1.000e+07 3.391e-08 7.000e-01 2.800e-01
334 -1.556e+40 2.181e+15 1.000e+07 3.329e-08 7.000e-01 2.800e-01
335 -1.552e+40 2.201e+15 1.000e+07 3.268e-08 7.000e-01 2.800e-01
336 -1.548e+40 2.222e+15 1.000e+07 3.208e-08 7.000e-01 2.800e-01
337 -1.544e+40 2.242e+15 1.000e+07 3.149e-08 7.000e-01 2.800e-01
338 -1.540e+40 2.263e+15 1.000e+07 3.092e-08 7.000e-01 2.800e-01
339 -1.535e+40 2.284e+15 1.000e+07 3.035e-08 7.000e-01 2.800e-01
340 -1.531e+40 2.305e+15 1.000e+07 2.980e-08 7.000e-01 2.800e-01
341 -1.527e+40 2.327e+15 1.000e+07 2.925e-08 7.000e-01 2.800e-01
342 -1.523e+40 2.348e+15 1.000e+07 2.872e-08 7.000e-01 2.800e-01
343 -1.518e+40 2.370e+15 1.000e+07 2.819e-08 7.000e-01 2.800e-01
344 -1.514e+40 2.392e+15 1.000e+07 2.768e-08 7.000e-01 2.800e-01
345 -1.510e+40 2.414e+15 1.000e+07 2.717e-08 7.000e-01 2.800e-01
346 -1.505e+40 2.437e+15 1.000e+07 2.667e-08 7.000e-01 2.800e-01
347 -1.501e+40 2.459e+15 1.000e+07 2.619e-08 7.000e-01 2.800e-01
348 -1.496e+40 2.482e+15 1.000e+07 2.571e-08 7.000e-01 2.800e-01
349 -1.492e+40 2.505e+15 1.000e+07 2.524e-08 7.000e-01 2.800e-01
350 -1.487e+40 2.528e+15 1.000e+07 2.478e-08 7.000e-01 2.800e-01
351 -1.482e+40 2.552e+15 1.000e+07 2.432e-08 7.000e-01 2.800e-01
352 -1.478e+40 2.575e+15 1.000e+07 2.388e-08 7.000e-01 2.800e-01
353 -1.473e+40 2.599e+15 1.000e+07 2.344e-08 7.000e-01 2.800e-01
354 -1.468e+40 2.623e+15 1.000e+07 2.301e-08 7.000e-01 2.800e-01
355 -1.463e+40 2.648e+15 1.000e+07 2.259e-08 7.000e-01 2.800e-01
356 -1.458e+40 2.672e+15 1.000e+07 2.218e-08 7.000e-01 2.800e-01
357 -1.453e+40 2.697e+15 1.000e+07 2.177e-08 7.000e-01 2.800e-01
358 -1.448e+40 2.722e+15 1.000e+07 2.137e-08 7.000e-01 2.800e-01
359 -1.443e+40 2.747e+15 1.000e+07 2.098e-08 7.000e-01 2.800e-01
360 -1.438e+40 2.773e+15 1.000e+07 2.060e-08 7.000e-01 2.800e-01
361 -1.433e+40 2.798e+15 1.000e+07 2.022e-08 7.000e-01 2.800e-01
362 -1.428e+40 2.824e+15 1.000e+07 1.985e-08 7.000e-01 2.800e-01
363 -1.423e+40 2.850e+15 1.000e+07 1.949e-08 7.000e-01 2.800e-01
364 -1.418e+40 2.877e+15 1.000e+07 1.913e-08 7.000e-01 2.800e-01
365 -1.412e+40 2.904e+15 1.000e+07 1.878e-08 7.000e-01 2.800e-01
366 -1.407e+40 2.930e+15 1.000e+07 1.844e-08 7.000e-01 2.800e-01
367 -1.401e+40 2.958e+15 1.000e+07 1.810e-08 7.000e-01 2.800e-01
368 -1.396e+40 2.985e+15 1.000e+07 1.777e-08 7.000e-01 2.800e-01
369 -1.390e+40 3.013e+15 1.000e+07 1.745e-08 7.000e-01 2.800e-01
370 -1.385e+40 3.041e+15 1.000e+07 1.713e-08 7.000e-01 2.800e-01
371 -1.379e+40 3.069e+15 1.000e+07 1.681e-08 7.000e-01 2.800e-01
372 -1.374e+40 3.097e+15 1.000e+07 1.651e-08 7.000e-01 2.800e-01
373 -1.368e+40 3.126e+15 1.000e+07 1.621e-08 7.000e-01 2.800e-01
374 -1.362e+40 3.155e+15 1.000e+07 1.591e-08 7.000e-01 2.800e-01
375 -1.356e+40 3.184e+15 1.000e+07 1.562e-08 7.000e-01 2.800e-01
376 -1.350e+40 3.214e+15 1.000e+07 1.533e-08 7.000e-01 2.800e-01
377 -1.345e+40 3.244e+15 1.000e+07 1.505e-08 7.000e-01 2.800e-01
378 -1.339e+40 3.274e+15 1.000e+07 1.478e-08 7.000e-01 2.800e-01
379 -1.333e+40 3.304e+15 1.000e+07 1.451e-08 7.000e-01 2.800e-01
380 -1.326e+40 3.335e+15 1.000e+07 1.424e-08 7.000e-01 2.800e-01
381 -1.320e+40 3.366e+15 1.000e+07 1.398e-08 7.000e-01 2.800e-01
382 -1.314e+40 3.397e+15 1.000e+07 1.373e-08 7.000e-01 2.800e-01
383 -1.308e+40 3.428e+15 1.000e+07 1.347e-08 7.000e-01 2.800e-01
384 -1.301e+40 3.460e+15 1.000e+07 1.323e-08 7.000e-01 2.800e-01
385 -1.295e+40 3.492e+15 1.000e+07 1.299e-08 7.000e-01 2.800e-01
386 -1.289e+40 3.524e+15 1.000e+07 1.275e-08 7.000e-01 2.800e-01
387 -1.282e+40 3.557e+15 1.000e+07 1.252e-08 7.000e-01 2.800e-01
388 -1.276e+40 3.590e+15 1.000e+07 1.229e-08 7.000e-01 2.800e-01
389 -1.269e+40 3.623e+15 1.000e+07 1.206e-08 7.000e-01 2.800e-01
390 -1.262e+40 3.657e+15 1.000e+07 1.184e-08 7.000e-01 2.800e-01
391 -1.256e+40 3.691e+15 1.000e+07 1.162e-08 7.000e-01 2.800e-01
392 -1.249e+40 3.725e+15 1.000e+07 1.141e-08 7.000e-01 2.800e-01
393 -1.242e+40 3.760e+15 1.000e+07 1.120e-08 7.000e-01 2.800e-01
394 -1.235e+40 3.795e+15 1.000e+07 1.100e-08 7.000e-01 2.800e-01
395 -1.228e+40 3.830e+15 1.000e+07 1.080e-08 7.000e-01 2.800e-01
396 -1.221e+40 3.865e+15 1.000e+07 1.060e-08 7.000e-01 2.800e-01
397 -1.214e+40 3.901e+15 1.000e+07 1.041e-08 7.000e-01 2.800e-01
398 -1.206e+40 3.937e+15 1.000e+07 1.022e-08 7.000e-01 2.800e-01
399 -1.199e+40 3.974e+15 1.000e+07 1.003e-08 7.000e-01 2.800e-01
400 -1.192e+40 4.011e+15 1.000e+07 9.845e-09 7.000e-01 2.800e-01
401 -1.184e+40 4.048e+15 1.000e+07 9.665e-09 7.000e-01 2.800e-01
402 -1.177e+40 4.085e+15 1.000e+07 9.489e-09 7.000e-01 2.800e-01
403 -1.169e+40 4.123e+15 1.000e+07 9.315e-09 7.000e-01 2.800e-01
404 -1.162e+40 4.161e+15 1.000e+07 9.145e-09 7.000e-01 2.800e-01
405 -1.154e+40 4.200e+15 1.000e+07 8.977e-09 7.000e-01 2.800e-01
406 -1.146e+40 4.239e+15 1.000e+07 8.813e-09 7.000e-01 2.800e-01
407 -1.139e+40 4.278e+15 1.000e+07 8.652e-09 7.000e-01 2.800e-01
408 -1.131e+40 4.318e+15 1.000e+07 8.494e-09 7.000e-01 2.800e-01
409 -1.123e+40 4.358e+15 1.000e+07 8.338e-09 7.000e-01 2.800e-01
410 -1.115e+40 4.398e+15 1.000e+07 8.186e-09 7.000e-01 2.800e-01
411 -1.107e+40 4.439e+15 1.000e+07 8.036e-09 7.000e-01 2.800e-01
412 -1.098e+40 4.480e+15 1.000e+07 7.889e-09 7.000e-01 2.800e-01
413 -1.090e+40 4.522e+15 1.000e+07 7.745e-09 7.000e-01 2.800e-01
414 -1.082e+40 4.564e+15 1.000e+07 7.603e-09 7.000e-01 2.800e-01
415 -1.073e+40 4.606e+15 1.000e+07 7.464e-09 7.000e-01 2.800e-01
416 -1.065e+40 4.649e+15 1.000e+07 7.328e-09 7.000e-01 2.800e-01
417 -1.056e+40 4.692e+15 1.000e+07 7.194e-09 7.000e-01 2.800e-01
418 -1.048e+40 4.735e+15 1.000e+07 7.062e-09 7.000e-01 2.800e-01
419 -1.039e+40 4.779e+15 1.000e+07 6.933e-09 7.000e-01 2.800e-01
420 -1.030e+40 4.824e+15 1.000e+07 6.806e-09 7.000e-01 2.800e-01
421 -1.021e+40 4.868e+15 1.000e+07 6.682e-09 7.000e-01 2.800e-01
422 -1.012e+40 4.913e+15 1.000e+07 6.560e-09 7.000e-01 2.800e-01
423 -1.003e+40 4.959e+15 1.000e+07 6.440e-09 7.000e-01 2.800e-01
424 -9.940e+39 5.005e+15 1.000e+07 6.322e-09 7.000e-01 2.800e-01
425 -9.848e+39 5.051e+15 1.000e+07 6.206e-09 7.000e-01 2.800e-01
426 -9.755e+39 5.098e+15 1.000e+07 6.093e-09 7.000e-01 2.800e-01
427 -9.661e+39 5.145e+15 1.000e+07 5.981e-09 7.000e-01 2.800e-01
428 -9.566e+39 5.193e+15 1.000e+07 5.872e-09 7.000e-01 2.800e-01
429 -9.470e+39 5.241e+15 1.000e+07 5.765e-09 7.000e-01 2.800e-01
430 -9.373e+39 5.290e+15 1.000e+07 5.659e-09 7.000e-01 2.800e-01
431 -9.276e+39 5.339e+15 1.000e+07 5.556e-09 7.000e-01 2.800e-01
432 -9.177e+39 5.388e+15 1.000e+07 5.454e-09 7.000e-01 2.800e-01
433 -9.078e+39 5.438e+15 1.000e+07 5.354e-09 7.000e-01 2.800e-01
434 -8.977e+39 5.489e+15 1.000e+07 5.256e-09 7.000e-01 2.800e-01
435 -8.876e+39 5.540e+15 1.000e+07 5.160e-09 7.000e-01 2.800e-01
436 -8.774e+39 5.591e+15 1.000e+07 5.066e-09 7.000e-01 2.800e-01
437 -8.671e+39 5.643e+15 1.000e+07 4.973e-09 7.000e-01 2.800e-01
438 -8.566e+39 5.695e+15 1.000e+07 4.882e-09 7.000e-01 2.800e-01
439 -8.461e+39 5.748e+15 1.000e+07 4.793e-09 7.000e-01 2.800e-01
440 -8.355e+39 5.801e+15 1.000e+07 4.705e-09 7.000e-01 2.800e-01
441 -8.248e+39 5.855e+15 1.000e+07 4.619e-09 7.000e-01 2.800e-01
442 -8.140e+39 5.909e+15 1.000e+07 4.535e-09 7.000e-01 2.800e-01
443 -8.031e+39 5.964e+15 1.000e+07 4.452e-09 7.000e-01 2.800e-01
444 -7.921e+39 6.019e+15 1.000e+07 4.370e-09 7.000e-01 2.800e-01
445 -7.810e+39 6.075e+15 1.000e+07 4.291e-09 7.000e-01 2.800e-01
446 -7.698e+39 6.132e+15 1.000e+07 4.212e-09 7.000e-01 2.800e-01
447 -7.585e+39 6.188e+15 1.000e+07 4.135e-09 7.000e-01 2.800e-01
448 -7.471e+39 6.246e+15 1.000e+07 4.059e-09 7.000e-01 2.800e-01
449 -7.356e+39 6.304e+15 1.000e+07 3.985e-09 7.000e-01 2.800e-01
450 -7.239e+39 6.362e+15 1.000e+07 3.912e-09 7.000e-01 2.800e-01
451 -7.122e+39 6.421e+15 1.000e+07 3.841e-09 7.000e-01 2.800e-01
452 -7.003e+39 6.481e+15 1.000e+07 3.770e-09 7.000e-01 2.800e-01
453 -6.884e+39 6.541e+15 1.000e+07 3.702e-09 7.000e-01 2.800e-01
454 -6.763e+39 6.601e+15 1.000e+07 3.634e-09 7.000e-01 2.800e-01
455 -6.641e+39 6.663e+15 1.000e+07 3.567e-09 7.000e-01 2.800e-01
456 -6.518e+39 6.724e+15 1.000e+07 3.502e-09 7.000e-01 2.800e-01
457 -6.394e+39 6.787e+15 1.000e+07 3.438e-09 7.000e-01 2.800e-01
458 -6.269e+39 6.850e+15 1.000e+07 3.375e-09 7.000e-01 2.800e-01
459 -6.143e+39 6.913e+15 1.000e+07 3.313e-09 7.000e-01 2.800e-01
460 -6.015e+39 6.977e+15 1.000e+07 3.253e-09 7.000e-01 2.800e-01
461 -5.886e+39 7.042e+15 1.000e+07 3.193e-09 7.000e-01 2.800e-01
462 -5.757e+39 7.107e+15 1.000e+07 3.135e-09 7.000e-01 2.800e-01
463 -5.625e+39 7.173e+15 1.000e+07 3.078e-09 7.000e-01 2.800e-01
464 -5.493e+39 7.240e+15 1.000e+07 3.021e-09 7.000e-01 2.800e-01
465 -5.359e+39 7.307e+15 1.000e+07 2.966e-09 7.000e-01 2.800e-01
466 -5.225e+39 7.375e+15 1.000e+07 2.912e-09 7.000e-01 2.800e-01
467 -5.089e+39 7.443e+15 1.000e+07 2.859e-09 7.000e-01 2.800e-01
468 -4.951e+39 7.512e+15 1.000e+07 2.806e-09 7.000e-01 2.800e-01
469 -4.813e+39 7.582e+15 1.000e+07 2.755e-09 7.000e-01 2.800e-01
470 -4.673e+39 7.652e+15 1.000e+07 2.705e-09 7.000e-01 2.800e-01
471 -4.532e+39 7.723e+15 1.000e+07 2.655e-09 7.000e-01 2.800e-01
472 -4.389e+39 7.794e+15 1.000e+07 2.607e-09 7.000e-01 2.800e-01
473 -4.245e+39 7.867e+15 1.000e+07 2.559e-09 7.000e-01 2.800e-01
474 -4.100e+39 7.940e+15 1.000e+07 2.512e-09 7.000e-01 2.800e-01
475 -3.954e+39 8.013e+15 1.000e+07 2.466e-09 7.000e-01 2.800e-01
476 -3.806e+39 8.088e+15 1.000e+07 2.421e-09 7.000e-01 2.800e-01
477 -3.657e+39 8.163e+15 1.000e+07 2.377e-09 7.000e-01 2.800e-01
478 -3.506e+39 8.238e+15 1.000e+07 2.333e-09 7.000e-01 2.800e-01
479 -3.354e+39 8.315e+15 1.000e+07 2.291e-09 7.000e-01 2.800e-01
480 -3.201e+39 8.392e+15 1.000e+07 2.249e-09 7.000e-01 2.800e-01
481 -3.046e+39 8.469e+15 1.000e+07 2.208e-09 7.000e-01 2.800e-01
482 -2.890e+39 8.548e+15 1.000e+07 2.167e-09 7.000e-01 2.800e-01
483 -2.732e+39 8.627e+15 1.000e+07 2.128e-09 7.000e-01 2.800e-01
484 -2.573e+39 8.707e+15 1.000e+07 2.089e-09 7.000e-01 2.800e-01
485 -2.412e+39 8.788e+15 1.000e+07 2.051e-09 7.000e-01 2.800e-01
486 -2.250e+39 8.869e+15 1.000e+07 2.013e-09 7.000e-01 2.800e-01
487 -2.086e+39 8.952e+15 1.000e+07 1.976e-09 7.000e-01 2.800e-01
488 -1.921e+39 9.035e+15 1.000e+07 1.940e-09 7.000e-01 2.800e-01
489 -1.754e+39 9.118e+15 1.000e+07 1.905e-09 7.000e-01 2.800e-01
490 -1.586e+39 9.203e+15 1.000e+07 1.870e-09 7.000e-01 2.800e-01
491 -1.416e+39 9.288e+15 1.000e+07 1.836e-09 7.000e-01 2.800e-01
492 -1.245e+39 9.374e+15 1.000e+07 1.802e-09 7.000e-01 2.800e-01
493 -1.072e+39 9.461e+15 1.000e+07 1.769e-09 7.000e-01 2.800e-01
494 -8.974e+38 9.549e+15 1.000e+07 1.737e-09 7.000e-01 2.800e-01
495 -7.212e+38 9.638e+15 1.000e+07 1.705e-09 7.000e-01 2.800e-01
496 -5.434e+38 9.727e+15 1.000e+07 1.674e-09 7.000e-01 2.800e-01
497 -3.639e+38 9.817e+15 1.000e+07 1.643e-09 7.000e-01 2.800e-01
498 -1.828e+38 9.908e+15 1.000e+07 1.613e-09 7.000e-01 2.800e-01
499 2.849e+32 1.000e+16 1.000e+07 1.584e-09 7.000e-01 2.800e-01
