j EnclosedMass[g] radius[cm] velocity[cm/s] density[g/cc] X_H X_He
311 3.075e+32 1.764e+15 1.000e+07 3.064e-15 7.000e-01 2.800e-01
312 3.095e+32 1.780e+15 1.000e+07 2.972e-15 7.000e-01 2.800e-01
313 3.114e+32 1.797e+15 1.000e+07 2.884e-15 7.000e-01 2.800e-01
314 3.133e+32 1.813e+15 1.000e+07 2.797e-15 7.000e-01 2.800e-01
315 3.153e+32 1.830e+15 1.000e+07 2.713e-15 7.000e-01 2.800e-01
316 3.172e+32 1.847e+15 1.000e+07 2.630e-15 7.000e-01 2.800e-01
317 3.191e+32 1.864e+15 1.000e+07 2.550e-15 7.000e-01 2.800e-01
318 3.210e+32 1.882e+15 1.000e+07 2.472e-15 7.000e-01 2.800e-01
319 3.229e+32 1.899e+15 1.000e+07 2.396e-15 7.000e-01 2.800e-01
320 3.248e+32 1.917e+15 1.000e+07 2.322e-15 7.000e-01 2.800e-01
321 3.266e+32 1.935e+15 1.000e+07 2.249e-15 7.000e-01 2.800e-01
322 3.285e+32 1.952e+15 1.000e+07 2.179e-15 7.000e-01 2.800e-01
323 3.304e+32 1.971e+15 1.000e+07 2.110e-15 7.000e-01 2.800e-01
324 3.322e+32 1.989e+15 1.000e+07 2.044e-15 7.000e-01 2.800e-01
325 3.341e+32 2.007e+15 1.000e+07 1.979e-15 7.000e-01 2.800e-01
326 3.359e+32 2.026e+15 1.000e+07 1.916e-15 7.000e-01 2.800e-01
327 3.378e+32 2.045e+15 1.000e+07 1.854e-15 7.000e-01 2.800e-01
328 3.396e+32 2.064e+15 1.000e+07 1.794e-15 7.000e-01 2.800e-01
329 3.414e+32 2.083e+15 1.000e+07 1.736e-15 7.000e-01 2.800e-01
330 3.432e+32 2.102e+15 1.000e+07 1.679e-15 7.000e-01 2.800e-01
331 3.450e+32 2.122e+15 1.000e+07 1.624e-15 7.000e-01 2.800e-01
332 3.468e+32 2.141e+15 1.000e+07 1.571e-15 7.000e-01 2.800e-01
333 3.485e+32 2.161e+15 1.000e+07 1.519e-15 7.000e-01 2.800e-01
334 3.503e+32 2.181e+15 1.000e+07 1.468e-15 7.000e-01 2.800e-01
335 3.520e+32 2.201e+15 1.000e+07 1.419e-15 7.000e-01 2.800e-01
336 3.538e+32 2.222e+15 1.000e+07 1.371e-15 7.000e-01 2.800e-01
337 3.555e+32 2.242e+15 1.000e+07 1.325e-15 7.000e-01 2.800e-01
338 3.572e+32 2.263e+15 1.000e+07 1.280e-15 7.000e-01 2.800e-01
339 3.589e+32 2.284e+15 1.000e+07 1.236e-15 7.000e-01 2.800e-01
340 3.606e+32 2.305e+15 1.000e+07 1.193e-15 7.000e-01 2.800e-01
341 3.623e+32 2.327e+15 1.000e+07 1.152e-15 7.000e-01 2.800e-01
342 3.639e+32 2.348e+15 1.000e+07 1.112e-15 7.000e-01 2.800e-01
343 3.656e+32 2.370e+15 1.000e+07 1.073e-15 7.000e-01 2.800e-01
344 3.672e+32 2.392e+15 1.000e+07 1.035e-15 7.000e-01 2.800e-01
345 3.688e+32 2.414e+15 1.000e+07 9.987e-16 7.000e-01 2.800e-01
346 3.704e+32 2.437e+15 1.000e+07 9.632e-16 7.000e-01 2.800e-01
347 3.720e+32 2.459e+15 1.000e+07 9.287e-16 7.000e-01 2.800e-01
348 3.736e+32 2.482e+15 1.000e+07 8.953e-16 7.000e-01 2.800e-01
349 3.752e+32 2.505e+15 1.000e+07 8.629e-16 7.000e-01 2.800e-01
350 3.767e+32 2.528e+15 1.000e+07 8.315e-16 7.000e-01 2.800e-01
351 3.783e+32 2.552e+15 1.000e+07 8.011e-16 7.000e-01 2.800e-01
352 3.798e+32 2.575e+15 1.000e+07 7.716e-16 7.000e-01 2.800e-01
353 3.813e+32 2.599e+15 1.000e+07 7.430e-16 7.000e-01 2.800e-01
354 3.828e+32 2.623e+15 1.000e+07 7.154e-16 7.000e-01 2.800e-01
355 3.843e+32 2.648e+15 1.000e+07 6.886e-16 7.000e-01 2.800e-01
356 3.857e+32 2.672e+15 1.000e+07 6.627e-16 7.000e-01 2.800e-01
357 3.872e+32 2.697e+15 1.000e+07 6.376e-16 7.000e-01 2.800e-01
358 3.886e+32 2.722e+15 1.000e+07 6.133e-16 7.000e-01 2.800e-01
359 3.900e+32 2.747e+15 1.000e+07 5.898e-16 7.000e-01 2.800e-01
360 3.914e+32 2.773e+15 1.000e+07 5.670e-16 7.000e-01 2.800e-01
361 3.928e+32 2.798e+15 1.000e+07 5.450e-16 7.000e-01 2.800e-01
362 3.941e+32 2.824e+15 1.000e+07 5.238e-16 7.000e-01 2.800e-01
363 3.955e+32 2.850e+15 1.000e+07 5.032e-16 7.000e-01 2.800e-01
364 3.968e+32 2.877e+15 1.000e+07 4.834e-16 7.000e-01 2.800e-01
365 3.981e+32 2.904e+15 1.000e+07 4.642e-16 7.000e-01 2.800e-01
366 3.994e+32 2.930e+15 1.000e+07 4.456e-16 7.000e-01 2.800e-01
367 4.007e+32 2.958e+15 1.000e+07 4.277e-16 7.000e-01 2.800e-01
368 4.020e+32 2.985e+15 1.000e+07 4.104e-16 7.000e-01 2.800e-01
369 4.032e+32 3.013e+15 1.000e+07 3.937e-16 7.000e-01 2.800e-01
370 4.044e+32 3.041e+15 1.000e+07 3.776e-16 7.000e-01 2.800e-01
371 4.056e+32 3.069e+15 1.000e+07 3.621e-16 7.000e-01 2.800e-01
372 4.068e+32 3.097e+15 1.000e+07 3.471e-16 7.000e-01 2.800e-01
373 4.080e+32 3.126e+15 1.000e+07 3.326e-16 7.000e-01 2.800e-01
374 4.092e+32 3.155e+15 1.000e+07 3.187e-16 7.000e-01 2.800e-01
375 4.103e+32 3.184e+15 1.000e+07 3.052e-16 7.000e-01 2.800e-01
376 4.114e+32 3.214e+15 1.000e+07 2.923e-16 7.000e-01 2.800e-01
377 4.125e+32 3.244e+15 1.000e+07 2.798e-16 7.000e-01 2.800e-01
378 4.136e+32 3.274e+15 1.000e+07 2.678e-16 7.000e-01 2.800e-01
379 4.147e+32 3.304e+15 1.000e+07 2.562e-16 7.000e-01 2.800e-01
380 4.157e+32 3.335e+15 1.000e+07 2.451e-16 7.000e-01 2.800e-01
381 4.167e+32 3.366e+15 1.000e+07 2.343e-16 7.000e-01 2.800e-01
382 4.178e+32 3.397e+15 1.000e+07 2.240e-16 7.000e-01 2.800e-01
383 4.188e+32 3.428e+15 1.000e+07 2.141e-16 7.000e-01 2.800e-01
384 4.197e+32 3.460e+15 1.000e+07 2.045e-16 7.000e-01 2.800e-01
385 4.207e+32 3.492e+15 1.000e+07 1.954e-16 7.000e-01 2.800e-01
386 4.216e+32 3.524e+15 1.000e+07 1.865e-16 7.000e-01 2.800e-01
387 4.226e+32 3.557e+15 1.000e+07 1.781e-16 7.000e-01 2.800e-01
388 4.235e+32 3.590e+15 1.000e+07 1.699e-16 7.000e-01 2.800e-01
389 4.244e+32 3.623e+15 1.000e+07 1.621e-16 7.000e-01 2.800e-01
390 4.252e+32 3.657e+15 1.000e+07 1.546e-16 7.000e-01 2.800e-01
391 4.261e+32 3.691e+15 1.000e+07 1.474e-16 7.000e-01 2.800e-01
392 4.269e+32 3.725e+15 1.000e+07 1.405e-16 7.000e-01 2.800e-01
393 4.277e+32 3.760e+15 1.000e+07 1.338e-16 7.000e-01 2.800e-01
394 4.286e+32 3.795e+15 1.000e+07 1.275e-16 7.000e-01 2.800e-01
395 4.293e+32 3.830e+15 1.000e+07 1.214e-16 7.000e-01 2.800e-01
396 4.301e+32 3.865e+15 1.000e+07 1.155e-16 7.000e-01 2.800e-01
397 4.309e+32 3.901e+15 1.000e+07 1.099e-16 7.000e-01 2.800e-01
398 4.316e+32 3.937e+15 1.000e+07 1.046e-16 7.000e-01 2.800e-01
399 4.323e+32 3.974e+15 1.000e+07 9.942e-17 7.000e-01 2.800e-01
400 4.330e+32 4.011e+15 1.000e+07 9.451e-17 7.000e-01 2.800e-01
401 4.337e+32 4.048e+15 1.000e+07 8.981e-17 7.000e-01 2.800e-01
402 4.344e+32 4.085e+15 1.000e+07 8.531e-17 7.000e-01 2.800e-01
403 4.350e+32 4.123e+15 1.000e+07 8.101e-17 7.000e-01 2.800e-01
404 4.357e+32 4.161e+15 1.000e+07 7.690e-17 7.000e-01 2.800e-01
405 4.363e+32 4.200e+15 1.000e+07 7.297e-17 7.000e-01 2.800e-01
406 4.369e+32 4.239e+15 1.000e+07 6.922e-17 7.000e-01 2.800e-01
407 4.375e+32 4.278e+15 1.000e+07 6.564e-17 7.000e-01 2.800e-01
408 4.381e+32 4.318e+15 1.000e+07 6.222e-17 7.000e-01 2.800e-01
409 4.386e+32 4.358e+15 1.000e+07 5.895e-17 7.000e-01 2.800e-01
410 4.392e+32 4.398e+15 1.000e+07 5.584e-17 7.000e-01 2.800e-01
411 4.397e+32 4.439e+15 1.000e+07 5.287e-17 7.000e-01 2.800e-01
412 4.402e+32 4.480e+15 1.000e+07 5.004e-17 7.000e-01 2.800e-01
413 4.408e+32 4.522e+15 1.000e+07 4.735e-17 7.000e-01 2.800e-01
414 4.412e+32 4.564e+15 1.000e+07 4.478e-17 7.000e-01 2.800e-01
415 4.417e+32 4.606e+15 1.000e+07 4.233e-17 7.000e-01 2.800e-01
416 4.422e+32 4.649e+15 1.000e+07 4.001e-17 7.000e-01 2.800e-01
417 4.426e+32 4.692e+15 1.000e+07 3.779e-17 7.000e-01 2.800e-01
418 4.431e+32 4.735e+15 1.000e+07 3.569e-17 7.000e-01 2.800e-01
419 4.435e+32 4.779e+15 1.000e+07 3.368e-17 7.000e-01 2.800e-01
420 4.439e+32 4.824e+15 1.000e+07 3.178e-17 7.000e-01 2.800e-01
421 4.443e+32 4.868e+15 1.000e+07 2.997e-17 7.000e-01 2.800e-01
422 4.447e+32 4.913e+15 1.000e+07 2.826e-17 7.000e-01 2.800e-01
423 4.451e+32 4.959e+15 1.000e+07 2.663e-17 7.000e-01 2.800e-01
424 4.454e+32 5.005e+15 1.000e+07 2.508e-17 7.000e-01 2.800e-01
425 4.458e+32 5.051e+15 1.000e+07 2.361e-17 7.000e-01 2.800e-01
426 4.461e+32 5.098e+15 1.000e+07 2.222e-17 7.000e-01 2.800e-01
427 4.465e+32 5.145e+15 1.000e+07 2.091e-17 7.000e-01 2.800e-01
428 4.468e+32 5.193e+15 1.000e+07 1.966e-17 7.000e-01 2.800e-01
429 4.471e+32 5.241e+15 1.000e+07 1.848e-17 7.000e-01 2.800e-01
430 4.474e+32 5.290e+15 1.000e+07 1.736e-17 7.000e-01 2.800e-01
431 4.477e+32 5.339e+15 1.000e+07 1.630e-17 7.000e-01 2.800e-01
432 4.479e+32 5.388e+15 1.000e+07 1.530e-17 7.000e-01 2.800e-01
433 4.482e+32 5.438e+15 1.000e+07 1.435e-17 7.000e-01 2.800e-01
434 4.485e+32 5.489e+15 1.000e+07 1.346e-17 7.000e-01 2.800e-01
435 4.487e+32 5.540e+15 1.000e+07 1.262e-17 7.000e-01 2.800e-01
436 4.489e+32 5.591e+15 1.000e+07 1.182e-17 7.000e-01 2.800e-01
437 4.492e+32 5.643e+15 1.000e+07 1.107e-17 7.000e-01 2.800e-01
438 4.494e+32 5.695e+15 1.000e+07 1.036e-17 7.000e-01 2.800e-01
439 4.496e+32 5.748e+15 1.000e+07 9.693e-18 7.000e-01 2.800e-01
440 4.498e+32 5.801e+15 1.000e+07 9.063e-18 7.000e-01 2.800e-01
441 4.500e+32 5.855e+15 1.000e+07 8.470e-18 7.000e-01 2.800e-01
442 4.502e+32 5.909e+15 1.000e+07 7.913e-18 7.000e-01 2.800e-01
443 4.504e+32 5.964e+15 1.000e+07 7.388e-18 7.000e-01 2.800e-01
444 4.506e+32 6.019e+15 1.000e+07 6.894e-18 7.000e-01 2.800e-01
445 4.507e+32 6.075e+15 1.000e+07 6.430e-18 7.000e-01 2.800e-01
446 4.509e+32 6.132e+15 1.000e+07 5.995e-18 7.000e-01 2.800e-01
447 4.510e+32 6.188e+15 1.000e+07 5.585e-18 7.000e-01 2.800e-01
448 4.512e+32 6.246e+15 1.000e+07 5.202e-18 7.000e-01 2.800e-01
449 4.513e+32 6.304e+15 1.000e+07 4.841e-18 7.000e-01 2.800e-01
450 4.515e+32 6.362e+15 1.000e+07 4.504e-18 7.000e-01 2.800e-01
451 4.516e+32 6.421e+15 1.000e+07 4.187e-18 7.000e-01 2.800e-01
452 4.517e+32 6.481e+15 1.000e+07 3.891e-18 7.000e-01 2.800e-01
453 4.518e+32 6.541e+15 1.000e+07 3.614e-18 7.000e-01 2.800e-01
454 4.519e+32 6.601e+15 1.000e+07 3.354e-18 7.000e-01 2.800e-01
455 4.520e+32 6.663e+15 1.000e+07 3.112e-18 7.000e-01 2.800e-01
456 4.521e+32 6.724e+15 1.000e+07 2.885e-18 7.000e-01 2.800e-01
457 4.522e+32 6.787e+15 1.000e+07 2.674e-18 7.000e-01 2.800e-01
458 4.523e+32 6.850e+15 1.000e+07 2.476e-18 7.000e-01 2.800e-01
459 4.524e+32 6.913e+15 1.000e+07 2.292e-18 7.000e-01 2.800e-01
460 4.525e+32 6.977e+15 1.000e+07 2.120e-18 7.000e-01 2.800e-01
461 4.526e+32 7.042e+15 1.000e+07 1.960e-18 7.000e-01 2.800e-01
462 4.526e+32 7.107e+15 1.000e+07 1.811e-18 7.000e-01 2.800e-01
463 4.527e+32 7.173e+15 1.000e+07 1.672e-18 7.000e-01 2.800e-01
464 4.528e+32 7.240e+15 1.000e+07 1.543e-18 7.000e-01 2.800e-01
465 4.529e+32 7.307e+15 1.000e+07 1.423e-18 7.000e-01 2.800e-01
466 4.529e+32 7.375e+15 1.000e+07 1.311e-18 7.000e-01 2.800e-01
467 4.530e+32 7.443e+15 1.000e+07 1.208e-18 7.000e-01 2.800e-01
468 4.530e+32 7.512e+15 1.000e+07 1.112e-18 7.000e-01 2.800e-01
469 4.531e+32 7.582e+15 1.000e+07 1.023e-18 7.000e-01 2.800e-01
470 4.531e+32 7.652e+15 1.000e+07 9.402e-19 7.000e-01 2.800e-01
471 4.532e+32 7.723e+15 1.000e+07 8.638e-19 7.000e-01 2.800e-01
472 4.532e+32 7.794e+15 1.000e+07 7.931e-19 7.000e-01 2.800e-01
473 4.533e+32 7.867e+15 1.000e+07 7.276e-19 7.000e-01 2.800e-01
474 4.533e+32 7.940e+15 1.000e+07 6.671e-19 7.000e-01 2.800e-01
475 4.533e+32 8.013e+15 1.000e+07 6.113e-19 7.000e-01 2.800e-01
476 4.534e+32 8.088e+15 1.000e+07 5.597e-19 7.000e-01 2.800e-01
477 4.534e+32 8.163e+15 1.000e+07 5.121e-19 7.000e-01 2.800e-01
478 4.534e+32 8.238e+15 1.000e+07 4.683e-19 7.000e-01 2.800e-01
479 4.535e+32 8.315e+15 1.000e+07 4.279e-19 7.000e-01 2.800e-01
480 4.535e+32 8.392e+15 1.000e+07 3.907e-19 7.000e-01 2.800e-01
481 4.535e+32 8.469e+15 1.000e+07 3.565e-19 7.000e-01 2.800e-01
482 4.535e+32 8.548e+15 1.000e+07 3.250e-19 7.000e-01 2.800e-01
483 4.536e+32 8.627e+15 1.000e+07 2.961e-19 7.000e-01 2.800e-01
484 4.536e+32 8.707e+15 1.000e+07 2.696e-19 7.000e-01 2.800e-01
485 4.536e+32 8.788e+15 1.000e+07 2.453e-19 7.000e-01 2.800e-01
486 4.536e+32 8.869e+15 1.000e+07 2.230e-19 7.000e-01 2.800e-01
487 4.536e+32 8.952e+15 1.000e+07 2.026e-19 7.000e-01 2.800e-01
488 4.536e+32 9.035e+15 1.000e+07 1.839e-19 7.000e-01 2.800e-01
489 4.537e+32 9.118e+15 1.000e+07 1.668e-19 7.000e-01 2.800e-01
490 4.537e+32 9.203e+15 1.000e+07 1.511e-19 7.000e-01 2.800e-01
491 4.537e+32 9.288e+15 1.000e+07 1.369e-19 7.000e-01 2.800e-01
492 4.537e+32 9.374e+15 1.000e+07 1.238e-19 7.000e-01 2.800e-01
493 4.537e+32 9.461e+15 1.000e+07 1.120e-19 7.000e-01 2.800e-01
494 4.537e+32 9.549e+15 1.000e+07 1.012e-19 7.000e-01 2.800e-01
495 4.537e+32 9.638e+15 1.000e+07 9.132e-20 7.000e-01 2.800e-01
496 4.537e+32 9.727e+15 1.000e+07 8.236e-20 7.000e-01 2.800e-01
497 4.537e+32 9.817e+15 1.000e+07 7.423e-20 7.000e-01 2.800e-01
498 4.538e+32 9.908e+15 1.000e+07 6.684e-20 7.000e-01 2.800e-01
499 4.538e+32 1.000e+16 1.000e+07 6.013e-20 7.000e-01 2.800e-01
