j EnclosedMass[g] radius[cm] velocity[cm/s] density[g/cc] X_H X_He
313 2.331e+32 1.797e+15 1.000e+07 1.294e-15 7.000e-01 2.800e-01
314 2.340e+32 1.813e+15 1.000e+07 1.249e-15 7.000e-01 2.800e-01
315 2.349e+32 1.830e+15 1.000e+07 1.206e-15 7.000e-01 2.800e-01
316 2.357e+32 1.847e+15 1.000e+07 1.164e-15 7.000e-01 2.800e-01
317 2.365e+32 1.864e+15 1.000e+07 1.123e-15 7.000e-01 2.800e-01
318 2.374e+32 1.882e+15 1.000e+07 1.084e-15 7.000e-01 2.800e-01
319 2.382e+32 1.899e+15 1.000e+07 1.045e-15 7.000e-01 2.800e-01
320 2.390e+32 1.917e+15 1.000e+07 1.008e-15 7.000e-01 2.800e-01
321 2.398e+32 1.935e+15 1.000e+07 9.726e-16 7.000e-01 2.800e-01
322 2.406e+32 1.952e+15 1.000e+07 9.378e-16 7.000e-01 2.800e-01
323 2.414e+32 1.971e+15 1.000e+07 9.041e-16 7.000e-01 2.800e-01
324 2.422e+32 1.989e+15 1.000e+07 8.715e-16 7.000e-01 2.800e-01
325 2.430e+32 2.007e+15 1.000e+07 8.400e-16 7.000e-01 2.800e-01
326 2.438e+32 2.026e+15 1.000e+07 8.094e-16 7.000e-01 2.800e-01
327 2.446e+32 2.045e+15 1.000e+07 7.798e-16 7.000e-01 2.800e-01
328 2.453e+32 2.064e+15 1.000e+07 7.512e-16 7.000e-01 2.800e-01
329 2.461e+32 2.083e+15 1.000e+07 7.234e-16 7.000e-01 2.800e-01
330 2.468e+32 2.102e+15 1.000e+07 6.966e-16 7.000e-01 2.800e-01
331 2.476e+32 2.122e+15 1.000e+07 6.707e-16 7.000e-01 2.800e-01
332 2.483e+32 2.141e+15 1.000e+07 6.456e-16 7.000e-01 2.800e-01
333 2.490e+32 2.161e+15 1.000e+07 6.213e-16 7.000e-01 2.800e-01
334 2.497e+32 2.181e+15 1.000e+07 5.979e-16 7.000e-01 2.800e-01
335 2.505e+32 2.201e+15 1.000e+07 5.752e-16 7.000e-01 2.800e-01
336 2.512e+32 2.222e+15 1.000e+07 5.533e-16 7.000e-01 2.800e-01
337 2.518e+32 2.242e+15 1.000e+07 5.321e-16 7.000e-01 2.800e-01
338 2.525e+32 2.263e+15 1.000e+07 5.116e-16 7.000e-01 2.800e-01
339 2.532e+32 2.284e+15 1.000e+07 4.918e-16 7.000e-01 2.800e-01
340 2.539e+32 2.305e+15 1.000e+07 4.727e-16 7.000e-01 2.800e-01
341 2.545e+32 2.327e+15 1.000e+07 4.542e-16 7.000e-01 2.800e-01
342 2.552e+32 2.348e+15 1.000e+07 4.364e-16 7.000e-01 2.800e-01
343 2.558e+32 2.370e+15 1.000e+07 4.192e-16 7.000e-01 2.800e-01
344 2.565e+32 2.392e+15 1.000e+07 4.026e-16 7.000e-01 2.800e-01
345 2.571e+32 2.414e+15 1.000e+07 3.866e-16 7.000e-01 2.800e-01
346 2.577e+32 2.437e+15 1.000e+07 3.711e-16 7.000e-01 2.800e-01
347 2.583e+32 2.459e+15 1.000e+07 3.562e-16 7.000e-01 2.800e-01
348 2.589e+32 2.482e+15 1.000e+07 3.418e-16 7.000e-01 2.800e-01
349 2.595e+32 2.505e+15 1.000e+07 3.279e-16 7.000e-01 2.800e-01
350 2.601e+32 2.528e+15 1.000e+07 3.145e-16 7.000e-01 2.800e-01
351 2.607e+32 2.552e+15 1.000e+07 3.016e-16 7.000e-01 2.800e-01
352 2.613e+32 2.575e+15 1.000e+07 2.892e-16 7.000e-01 2.800e-01
353 2.618e+32 2.599e+15 1.000e+07 2.772e-16 7.000e-01 2.800e-01
354 2.624e+32 2.623e+15 1.000e+07 2.656e-16 7.000e-01 2.800e-01
355 2.629e+32 2.648e+15 1.000e+07 2.545e-16 7.000e-01 2.800e-01
356 2.635e+32 2.672e+15 1.000e+07 2.438e-16 7.000e-01 2.800e-01
357 2.640e+32 2.697e+15 1.000e+07 2.335e-16 7.000e-01 2.800e-01
358 2.645e+32 2.722e+15 1.000e+07 2.235e-16 7.000e-01 2.800e-01
359 2.650e+32 2.747e+15 1.000e+07 2.140e-16 7.000e-01 2.800e-01
360 2.655e+32 2.773e+15 1.000e+07 2.048e-16 7.000e-01 2.800e-01
361 2.660e+32 2.798e+15 1.000e+07 1.959e-16 7.000e-01 2.800e-01
362 2.665e+32 2.824e+15 1.000e+07 1.874e-16 7.000e-01 2.800e-01
363 2.670e+32 2.850e+15 1.000e+07 1.793e-16 7.000e-01 2.800e-01
364 2.675e+32 2.877e+15 1.000e+07 1.714e-16 7.000e-01 2.800e-01
365 2.679e+32 2.904e+15 1.000e+07 1.638e-16 7.000e-01 2.800e-01
366 2.684e+32 2.930e+15 1.000e+07 1.566e-16 7.000e-01 2.800e-01
367 2.688e+32 2.958e+15 1.000e+07 1.496e-16 7.000e-01 2.800e-01
368 2.693e+32 2.985e+15 1.000e+07 1.429e-16 7.000e-01 2.800e-01
369 2.697e+32 3.013e+15 1.000e+07 1.364e-16 7.000e-01 2.800e-01
370 2.701e+32 3.041e+15 1.000e+07 1.302e-16 7.000e-01 2.800e-01
371 2.705e+32 3.069e+15 1.000e+07 1.243e-16 7.000e-01 2.800e-01
372 2.709e+32 3.097e+15 1.000e+07 1.186e-16 7.000e-01 2.800e-01
373 2.713e+32 3.126e+15 1.000e+07 1.131e-16 7.000e-01 2.800e-01
374 2.717e+32 3.155e+15 1.000e+07 1.079e-16 7.000e-01 2.800e-01
375 2.721e+32 3.184e+15 1.000e+07 1.029e-16 7.000e-01 2.800e-01
376 2.725e+32 3.214e+15 1.000e+07 9.805e-17 7.000e-01 2.800e-01
377 2.728e+32 3.244e+15 1.000e+07 9.343e-17 7.000e-01 2.800e-01
378 2.732e+32 3.274e+15 1.000e+07 8.901e-17 7.000e-01 2.800e-01
379 2.736e+32 3.304e+15 1.000e+07 8.477e-17 7.000e-01 2.800e-01
380 2.739e+32 3.335e+15 1.000e+07 8.071e-17 7.000e-01 2.800e-01
381 2.742e+32 3.366e+15 1.000e+07 7.682e-17 7.000e-01 2.800e-01
382 2.746e+32 3.397e+15 1.000e+07 7.310e-17 7.000e-01 2.800e-01
383 2.749e+32 3.428e+15 1.000e+07 6.954e-17 7.000e-01 2.800e-01
384 2.752e+32 3.460e+15 1.000e+07 6.613e-17 7.000e-01 2.800e-01
385 2.755e+32 3.492e+15 1.000e+07 6.287e-17 7.000e-01 2.800e-01
386 2.758e+32 3.524e+15 1.000e+07 5.975e-17 7.000e-01 2.800e-01
387 2.761e+32 3.557e+15 1.000e+07 5.677e-17 7.000e-01 2.800e-01
388 2.764e+32 3.590e+15 1.000e+07 5.393e-17 7.000e-01 2.800e-01
389 2.767e+32 3.623e+15 1.000e+07 5.121e-17 7.000e-01 2.800e-01
390 2.770e+32 3.657e+15 1.000e+07 4.861e-17 7.000e-01 2.800e-01
391 2.772e+32 3.691e+15 1.000e+07 4.613e-17 7.000e-01 2.800e-01
392 2.775e+32 3.725e+15 1.000e+07 4.376e-17 7.000e-01 2.800e-01
393 2.778e+32 3.760e+15 1.000e+07 4.151e-17 7.000e-01 2.800e-01
394 2.780e+32 3.795e+15 1.000e+07 3.935e-17 7.000e-01 2.800e-01
395 2.782e+32 3.830e+15 1.000e+07 3.730e-17 7.000e-01 2.800e-01
396 2.785e+32 3.865e+15 1.000e+07 3.534e-17 7.000e-01 2.800e-01
397 2.787e+32 3.901e+15 1.000e+07 3.347e-17 7.000e-01 2.800e-01
398 2.789e+32 3.937e+15 1.000e+07 3.169e-17 7.000e-01 2.800e-01
399 2.791e+32 3.974e+15 1.000e+07 2.999e-17 7.000e-01 2.800e-01
400 2.794e+32 4.011e+15 1.000e+07 2.838e-17 7.000e-01 2.800e-01
401 2.796e+32 4.048e+15 1.000e+07 2.684e-17 7.000e-01 2.800e-01
402 2.798e+32 4.085e+15 1.000e+07 2.538e-17 7.000e-01 2.800e-01
403 2.800e+32 4.123e+15 1.000e+07 2.399e-17 7.000e-01 2.800e-01
404 2.801e+32 4.161e+15 1.000e+07 2.267e-17 7.000e-01 2.800e-01
405 2.803e+32 4.200e+15 1.000e+07 2.141e-17 7.000e-01 2.800e-01
406 2.805e+32 4.239e+15 1.000e+07 2.022e-17 7.000e-01 2.800e-01
407 2.807e+32 4.278e+15 1.000e+07 1.908e-17 7.000e-01 2.800e-01
408 2.808e+32 4.318e+15 1.000e+07 1.801e-17 7.000e-01 2.800e-01
409 2.810e+32 4.358e+15 1.000e+07 1.698e-17 7.000e-01 2.800e-01
410 2.812e+32 4.398e+15 1.000e+07 1.601e-17 7.000e-01 2.800e-01
411 2.813e+32 4.439e+15 1.000e+07 1.509e-17 7.000e-01 2.800e-01
412 2.815e+32 4.480e+15 1.000e+07 1.422e-17 7.000e-01 2.800e-01
413 2.816e+32 4.522e+15 1.000e+07 1.339e-17 7.000e-01 2.800e-01
414 2.817e+32 4.564e+15 1.000e+07 1.261e-17 7.000e-01 2.800e-01
415 2.819e+32 4.606e+15 1.000e+07 1.186e-17 7.000e-01 2.800e-01
416 2.820e+32 4.649e+15 1.000e+07 1.116e-17 7.000e-01 2.800e-01
417 2.821e+32 4.692e+15 1.000e+07 1.049e-17 7.000e-01 2.800e-01
418 2.823e+32 4.735e+15 1.000e+07 9.862e-18 7.000e-01 2.800e-01
419 2.824e+32 4.779e+15 1.000e+07 9.266e-18 7.000e-01 2.800e-01
420 2.825e+32 4.824e+15 1.000e+07 8.702e-18 7.000e-01 2.800e-01
421 2.826e+32 4.868e+15 1.000e+07 8.170e-18 7.000e-01 2.800e-01
422 2.827e+32 4.913e+15 1.000e+07 7.666e-18 7.000e-01 2.800e-01
423 2.828e+32 4.959e+15 1.000e+07 7.191e-18 7.000e-01 2.800e-01
424 2.829e+32 5.005e+15 1.000e+07 6.742e-18 7.000e-01 2.800e-01
425 2.830e+32 5.051e+15 1.000e+07 6.319e-18 7.000e-01 2.800e-01
426 2.831e+32 5.098e+15 1.000e+07 5.919e-18 7.000e-01 2.800e-01
427 2.832e+32 5.145e+15 1.000e+07 5.543e-18 7.000e-01 2.800e-01
428 2.833e+32 5.193e+15 1.000e+07 5.188e-18 7.000e-01 2.800e-01
429 2.833e+32 5.241e+15 1.000e+07 4.854e-18 7.000e-01 2.800e-01
430 2.834e+32 5.290e+15 1.000e+07 4.539e-18 7.000e-01 2.800e-01
431 2.835e+32 5.339e+15 1.000e+07 4.243e-18 7.000e-01 2.800e-01
432 2.836e+32 5.388e+15 1.000e+07 3.964e-18 7.000e-01 2.800e-01
433 2.836e+32 5.438e+15 1.000e+07 3.702e-18 7.000e-01 2.800e-01
434 2.837e+32 5.489e+15 1.000e+07 3.455e-18 7.000e-01 2.800e-01
435 2.838e+32 5.540e+15 1.000e+07 3.224e-18 7.000e-01 2.800e-01
436 2.838e+32 5.591e+15 1.000e+07 3.006e-18 7.000e-01 2.800e-01
437 2.839e+32 5.643e+15 1.000e+07 2.802e-18 7.000e-01 2.800e-01
438 2.839e+32 5.695e+15 1.000e+07 2.611e-18 7.000e-01 2.800e-01
439 2.840e+32 5.748e+15 1.000e+07 2.431e-18 7.000e-01 2.800e-01
440 2.840e+32 5.801e+15 1.000e+07 2.263e-18 7.000e-01 2.800e-01
441 2.841e+32 5.855e+15 1.000e+07 2.105e-18 7.000e-01 2.800e-01
442 2.841e+32 5.909e+15 1.000e+07 1.958e-18 7.000e-01 2.800e-01
443 2.842e+32 5.964e+15 1.000e+07 1.819e-18 7.000e-01 2.800e-01
444 2.842e+32 6.019e+15 1.000e+07 1.690e-18 7.000e-01 2.800e-01
445 2.843e+32 6.075e+15 1.000e+07 1.569e-18 7.000e-01 2.800e-01
446 2.843e+32 6.132e+15 1.000e+07 1.456e-18 7.000e-01 2.800e-01
447 2.843e+32 6.188e+15 1.000e+07 1.350e-18 7.000e-01 2.800e-01
448 2.844e+32 6.246e+15 1.000e+07 1.252e-18 7.000e-01 2.800e-01
449 2.844e+32 6.304e+15 1.000e+07 1.160e-18 7.000e-01 2.800e-01
450 2.844e+32 6.362e+15 1.000e+07 1.074e-18 7.000e-01 2.800e-01
451 2.845e+32 6.421e+15 1.000e+07 9.938e-19 7.000e-01 2.800e-01
452 2.845e+32 6.481e+15 1.000e+07 9.192e-19 7.000e-01 2.800e-01
453 2.845e+32 6.541e+15 1.000e+07 8.498e-19 7.000e-01 2.800e-01
454 2.845e+32 6.601e+15 1.000e+07 7.852e-19 7.000e-01 2.800e-01
455 2.846e+32 6.663e+15 1.000e+07 7.250e-19 7.000e-01 2.800e-01
456 2.846e+32 6.724e+15 1.000e+07 6.691e-19 7.000e-01 2.800e-01
457 2.846e+32 6.787e+15 1.000e+07 6.172e-19 7.000e-01 2.800e-01
458 2.846e+32 6.850e+15 1.000e+07 5.690e-19 7.000e-01 2.800e-01
459 2.847e+32 6.913e+15 1.000e+07 5.242e-19 7.000e-01 2.800e-01
460 2.847e+32 6.977e+15 1.000e+07 4.826e-19 7.000e-01 2.800e-01
461 2.847e+32 7.042e+15 1.000e+07 4.441e-19 7.000e-01 2.800e-01
462 2.847e+32 7.107e+15 1.000e+07 4.085e-19 7.000e-01 2.800e-01
463 2.847e+32 7.173e+15 1.000e+07 3.754e-19 7.000e-01 2.800e-01
464 2.847e+32 7.240e+15 1.000e+07 3.448e-19 7.000e-01 2.800e-01
465 2.848e+32 7.307e+15 1.000e+07 3.166e-19 7.000e-01 2.800e-01
466 2.848e+32 7.375e+15 1.000e+07 2.904e-19 7.000e-01 2.800e-01
467 2.848e+32 7.443e+15 1.000e+07 2.663e-19 7.000e-01 2.800e-01
468 2.848e+32 7.512e+15 1.000e+07 2.440e-19 7.000e-01 2.800e-01
469 2.848e+32 7.582e+15 1.000e+07 2.234e-19 7.000e-01 2.800e-01
470 2.848e+32 7.652e+15 1.000e+07 2.044e-19 7.000e-01 2.800e-01
471 2.848e+32 7.723e+15 1.000e+07 1.869e-19 7.000e-01 2.800e-01
472 2.848e+32 7.794e+15 1.000e+07 1.708e-19 7.000e-01 2.800e-01
473 2.848e+32 7.867e+15 1.000e+07 1.560e-19 7.000e-01 2.800e-01
474 2.849e+32 7.940e+15 1.000e+07 1.424e-19 7.000e-01 2.800e-01
475 2.849e+32 8.013e+15 1.000e+07 1.299e-19 7.000e-01 2.800e-01
476 2.849e+32 8.088e+15 1.000e+07 1.184e-19 7.000e-01 2.800e-01
477 2.849e+32 8.163e+15 1.000e+07 1.078e-19 7.000e-01 2.800e-01
478 2.849e+32 8.238e+15 1.000e+07 9.812e-20 7.000e-01 2.800e-01
479 2.849e+32 8.315e+15 1.000e+07 8.924e-20 7.000e-01 2.800e-01
480 2.849e+32 8.392e+15 1.000e+07 8.111e-20 7.000e-01 2.800e-01
481 2.849e+32 8.469e+15 1.000e+07 7.366e-20 7.000e-01 2.800e-01
482 2.849e+32 8.548e+15 1.000e+07 6.686e-20 7.000e-01 2.800e-01
483 2.849e+32 8.627e+15 1.000e+07 6.063e-20 7.000e-01 2.800e-01
484 2.849e+32 8.707e+15 1.000e+07 5.495e-20 7.000e-01 2.800e-01
485 2.849e+32 8.788e+15 1.000e+07 4.976e-20 7.000e-01 2.800e-01
486 2.849e+32 8.869e+15 1.000e+07 4.503e-20 7.000e-01 2.800e-01
487 2.849e+32 8.952e+15 1.000e+07 4.071e-20 7.000e-01 2.800e-01
488 2.849e+32 9.035e+15 1.000e+07 3.679e-20 7.000e-01 2.800e-01
489 2.849e+32 9.118e+15 1.000e+07 3.321e-20 7.000e-01 2.800e-01
490 2.849e+32 9.203e+15 1.000e+07 2.996e-20 7.000e-01 2.800e-01
491 2.849e+32 9.288e+15 1.000e+07 2.701e-20 7.000e-01 2.800e-01
492 2.849e+32 9.374e+15 1.000e+07 2.433e-20 7.000e-01 2.800e-01
493 2.849e+32 9.461e+15 1.000e+07 2.189e-20 7.000e-01 2.800e-01
494 2.849e+32 9.549e+15 1.000e+07 1.969e-20 7.000e-01 2.800e-01
495 2.849e+32 9.638e+15 1.000e+07 1.769e-20 7.000e-01 2.800e-01
496 2.849e+32 9.727e+15 1.000e+07 1.588e-20 7.000e-01 2.800e-01
497 2.849e+32 9.817e+15 1.000e+07 1.425e-20 7.000e-01 2.800e-01
498 2.849e+32 9.908e+15 1.000e+07 1.277e-20 7.000e-01 2.800e-01
499 2.849e+32 1.000e+16 1.000e+07 1.144e-20 7.000e-01 2.800e-01
