 j EnclosedM[g] Rad[cm] Vel[cm/s] Den[g/cc] X_H X_He
2919  0.4821005031E+34  0.1050017756E+14 -0.1401674213E+04  0.1003181336E-05  0.5933254450E+00  0.3866232757E+00
2920  0.4822411421E+34  0.1050118960E+14 -0.1481851625E+04  0.1002909400E-05  0.5933254450E+00  0.3866232757E+00
2921  0.4823817643E+34  0.1050220160E+14 -0.1564597219E+04  0.1002642639E-05  0.5933254450E+00  0.3866232757E+00
2922  0.4825223695E+34  0.1050321354E+14 -0.1649949161E+04  0.1002384408E-05  0.5933254450E+00  0.3866232757E+00
2923  0.4826629579E+34  0.1050422541E+14 -0.1738075545E+04  0.1002138355E-05  0.5933254450E+00  0.3866232757E+00
2924  0.4828035294E+34  0.1050523720E+14 -0.1825603671E+04  0.1001905902E-05  0.5933254450E+00  0.3866232757E+00
2925  0.4829440840E+34  0.1050624890E+14 -0.1906436631E+04  0.1001683459E-05  0.5933254450E+00  0.3866232757E+00
2926  0.4830846218E+34  0.1050726051E+14 -0.1976052212E+04  0.1001462356E-05  0.5933254450E+00  0.3866232757E+00
2927  0.4832251426E+34  0.1050827203E+14 -0.2035458511E+04  0.1001231664E-05  0.5933254450E+00  0.3866232757E+00
2928  0.4833656466E+34  0.1050928349E+14 -0.2090411195E+04  0.1000984037E-05  0.5933254450E+00  0.3866232757E+00
2929  0.4835061337E+34  0.1051029489E+14 -0.2146653330E+04  0.1000718081E-05  0.5933254450E+00  0.3866232757E+00
2930  0.4836466039E+34  0.1051130627E+14 -0.2206964219E+04  0.1000437252E-05  0.5933254450E+00  0.3866232757E+00
2931  0.4837870572E+34  0.1051231762E+14 -0.2272111094E+04  0.1000146458E-05  0.5933254450E+00  0.3866232757E+00
2932  0.4839274936E+34  0.1051332896E+14 -0.2342153018E+04  0.9998497124E-06  0.5933254450E+00  0.3866232757E+00
2933  0.4840679132E+34  0.1051434029E+14 -0.2415850745E+04  0.9995498918E-06  0.5933254450E+00  0.3866232757E+00
2934  0.4842083158E+34  0.1051535160E+14 -0.2489197044E+04  0.9992494157E-06  0.5933254450E+00  0.3866232757E+00
2935  0.4843487016E+34  0.1051636290E+14 -0.2557464737E+04  0.9989489144E-06  0.5933254450E+00  0.3866232757E+00
2936  0.4844890705E+34  0.1051737419E+14 -0.2630840124E+04  0.9986480713E-06  0.5933254450E+00  0.3866232757E+00
2937  0.4846294225E+34  0.1051838547E+14 -0.2714928837E+04  0.9983448744E-06  0.5933254450E+00  0.3866232757E+00
2938  0.4847697576E+34  0.1051939675E+14 -0.2800289421E+04  0.9980408358E-06  0.5933254450E+00  0.3866232757E+00
2939  0.4849100759E+34  0.1052040800E+14 -0.2854981174E+04  0.9977464915E-06  0.5933254450E+00  0.3866232757E+00
2940  0.4850503772E+34  0.1052141923E+14 -0.2826310092E+04  0.9974641204E-06  0.5933254450E+00  0.3866232757E+00
2941  0.4851906617E+34  0.1052243039E+14 -0.2622363153E+04  0.9972174164E-06  0.5933254450E+00  0.3866232757E+00
2942  0.4853309293E+34  0.1052344145E+14 -0.2254654247E+04  0.9969999079E-06  0.5933254450E+00  0.3866232757E+00
2943  0.4854711800E+34  0.1052445242E+14 -0.1866048808E+04  0.9967847132E-06  0.5933254450E+00  0.3866232757E+00
2944  0.4856114138E+34  0.1052546330E+14 -0.1574788566E+04  0.9965505167E-06  0.5933254450E+00  0.3866232757E+00
2945  0.4857516308E+34  0.1052647414E+14 -0.1417445958E+04  0.9962916781E-06  0.5933254450E+00  0.3866232757E+00
2946  0.4858918308E+34  0.1052748494E+14 -0.1359064610E+04  0.9960150296E-06  0.5933254450E+00  0.3866232757E+00
2947  0.4860320140E+34  0.1052849571E+14 -0.1345337766E+04  0.9957308716E-06  0.5933254450E+00  0.3866232757E+00
2948  0.4861721803E+34  0.1052950645E+14 -0.1343096600E+04  0.9954449426E-06  0.5933254450E+00  0.3866232757E+00
2949  0.4863123297E+34  0.1053051717E+14 -0.1343715528E+04  0.9951587532E-06  0.5933254450E+00  0.3866232757E+00
2950  0.4864524622E+34  0.1053152787E+14 -0.1345901588E+04  0.9948723839E-06  0.5933254450E+00  0.3866232757E+00
2951  0.4865925778E+34  0.1053253854E+14 -0.1348773177E+04  0.9945860156E-06  0.5933254450E+00  0.3866232757E+00
2952  0.4867326766E+34  0.1053354919E+14 -0.1351747980E+04  0.9942997478E-06  0.5933254450E+00  0.3866232757E+00
2953  0.4868727585E+34  0.1053455981E+14 -0.1354727305E+04  0.9940135965E-06  0.5933254450E+00  0.3866232757E+00
2954  0.4870128234E+34  0.1053557041E+14 -0.1357711724E+04  0.9937275609E-06  0.5933254450E+00  0.3866232757E+00
2955  0.4871528715E+34  0.1053658098E+14 -0.1360700513E+04  0.9934416410E-06  0.5933254450E+00  0.3866232757E+00
2956  0.4872929027E+34  0.1053759153E+14 -0.1363689581E+04  0.9931558375E-06  0.5933254450E+00  0.3866232757E+00
2957  0.4874329171E+34  0.1053860205E+14 -0.1366677111E+04  0.9928701506E-06  0.5933254450E+00  0.3866232757E+00
2958  0.4875729145E+34  0.1053961255E+14 -0.1369663089E+04  0.9925845803E-06  0.5933254450E+00  0.3866232757E+00
2959  0.4877128951E+34  0.1054062302E+14 -0.1372647574E+04  0.9922991265E-06  0.5933254450E+00  0.3866232757E+00
2960  0.4878528588E+34  0.1054163346E+14 -0.1375630498E+04  0.9920137893E-06  0.5933254450E+00  0.3866232757E+00
2961  0.4879928056E+34  0.1054264389E+14 -0.1378611821E+04  0.9917285685E-06  0.5933254450E+00  0.3866232757E+00
2962  0.4881327355E+34  0.1054365428E+14 -0.1381591488E+04  0.9914434640E-06  0.5933254450E+00  0.3866232757E+00
2963  0.4882726485E+34  0.1054466466E+14 -0.1384569488E+04  0.9911584759E-06  0.5933254450E+00  0.3866232757E+00
2964  0.4884125447E+34  0.1054567500E+14 -0.1387545824E+04  0.9908736042E-06  0.5933254450E+00  0.3866232757E+00
2965  0.4885524239E+34  0.1054668532E+14 -0.1390520487E+04  0.9905888486E-06  0.5933254450E+00  0.3866232757E+00
2966  0.4886922863E+34  0.1054769562E+14 -0.1393493487E+04  0.9903042093E-06  0.5933254450E+00  0.3866232757E+00
2967  0.4888321318E+34  0.1054870589E+14 -0.1396464831E+04  0.9900196861E-06  0.5933254450E+00  0.3866232757E+00
2968  0.4889719604E+34  0.1054971614E+14 -0.1399434519E+04  0.9897352789E-06  0.5933254450E+00  0.3866232757E+00
2969  0.4891117721E+34  0.1055072636E+14 -0.1402402559E+04  0.9894509878E-06  0.5933254450E+00  0.3866232757E+00
2970  0.4892515670E+34  0.1055173655E+14 -0.1405368939E+04  0.9891668127E-06  0.5933254450E+00  0.3866232757E+00
2971  0.4893913449E+34  0.1055274672E+14 -0.1408333662E+04  0.9888827535E-06  0.5933254450E+00  0.3866232757E+00
2972  0.4895311060E+34  0.1055375687E+14 -0.1411296746E+04  0.9885988102E-06  0.5933254450E+00  0.3866232757E+00
2973  0.4896708502E+34  0.1055476699E+14 -0.1414258188E+04  0.9883149827E-06  0.5933254450E+00  0.3866232757E+00
2974  0.4898105775E+34  0.1055577708E+14 -0.1417217985E+04  0.9880312709E-06  0.5933254450E+00  0.3866232757E+00
2975  0.4899502879E+34  0.1055678715E+14 -0.1420176133E+04  0.9877476749E-06  0.5933254450E+00  0.3866232757E+00
2976  0.4900899814E+34  0.1055779719E+14 -0.1423132655E+04  0.9874641945E-06  0.5933254450E+00  0.3866232757E+00
2977  0.4902296581E+34  0.1055880721E+14 -0.1426087551E+04  0.9871808298E-06  0.5933254450E+00  0.3866232757E+00
2978  0.4903693179E+34  0.1055981720E+14 -0.1429040795E+04  0.9868975806E-06  0.5933254450E+00  0.3866232757E+00
2979  0.4905089607E+34  0.1056082717E+14 -0.1431992395E+04  0.9866144469E-06  0.5933254450E+00  0.3866232757E+00
2980  0.4906485867E+34  0.1056183711E+14 -0.1434942371E+04  0.9863314286E-06  0.5933254450E+00  0.3866232757E+00
2981  0.4907881959E+34  0.1056284703E+14 -0.1437890734E+04  0.9860485257E-06  0.5933254450E+00  0.3866232757E+00
2982  0.4909277881E+34  0.1056385692E+14 -0.1440837481E+04  0.9857657382E-06  0.5933254450E+00  0.3866232757E+00
2983  0.4910673634E+34  0.1056486678E+14 -0.1443782591E+04  0.9854830660E-06  0.5933254450E+00  0.3866232757E+00
2984  0.4912069219E+34  0.1056587662E+14 -0.1446726082E+04  0.9852005090E-06  0.5933254450E+00  0.3866232757E+00
2985  0.4913464635E+34  0.1056688644E+14 -0.1449667958E+04  0.9849180672E-06  0.5933254450E+00  0.3866232757E+00
2986  0.4914859882E+34  0.1056789622E+14 -0.1452608217E+04  0.9846357405E-06  0.5933254450E+00  0.3866232757E+00
2987  0.4916254960E+34  0.1056890599E+14 -0.1455546865E+04  0.9843535289E-06  0.5933254450E+00  0.3866232757E+00
2988  0.4917649869E+34  0.1056991572E+14 -0.1458483906E+04  0.9840714323E-06  0.5933254450E+00  0.3866232757E+00
2989  0.4919044610E+34  0.1057092543E+14 -0.1461419349E+04  0.9837894507E-06  0.5933254450E+00  0.3866232757E+00
2990  0.4920439181E+34  0.1057193512E+14 -0.1464353180E+04  0.9835075841E-06  0.5933254450E+00  0.3866232757E+00
2991  0.4921833584E+34  0.1057294478E+14 -0.1467285404E+04  0.9832258322E-06  0.5933254450E+00  0.3866232757E+00
2992  0.4923227818E+34  0.1057395441E+14 -0.1470216021E+04  0.9829441953E-06  0.5933254450E+00  0.3866232757E+00
2993  0.4924621883E+34  0.1057496402E+14 -0.1473145024E+04  0.9826626730E-06  0.5933254450E+00  0.3866232757E+00
2994  0.4926015779E+34  0.1057597360E+14 -0.1476072440E+04  0.9823812655E-06  0.5933254450E+00  0.3866232757E+00
2995  0.4927409507E+34  0.1057698315E+14 -0.1478998272E+04  0.9820999727E-06  0.5933254450E+00  0.3866232757E+00
2996  0.4928803065E+34  0.1057799268E+14 -0.1481922519E+04  0.9818187944E-06  0.5933254450E+00  0.3866232757E+00
2997  0.4930196455E+34  0.1057900218E+14 -0.1484845217E+04  0.9815377307E-06  0.5933254450E+00  0.3866232757E+00
2998  0.4931589676E+34  0.1058001166E+14 -0.1487766235E+04  0.9812567815E-06  0.5933254450E+00  0.3866232757E+00
2999  0.4932982728E+34  0.1058102111E+14 -0.1490685405E+04  0.9809759467E-06  0.5933254450E+00  0.3866232757E+00
3000  0.4934375611E+34  0.1058203054E+14 -0.1493603989E+04  0.9806952265E-06  0.5933254450E+00  0.3866232757E+00
3001  0.4935768326E+34  0.1058303994E+14 -0.1496525298E+04  0.9804146213E-06  0.5933254450E+00  0.3866232757E+00
3002  0.4937160871E+34  0.1058404931E+14 -0.1499447327E+04  0.9801341310E-06  0.5933254450E+00  0.3866232757E+00
3003  0.4938553248E+34  0.1058505866E+14 -0.1502360587E+04  0.9798537529E-06  0.5933254450E+00  0.3866232757E+00
3004  0.4939945456E+34  0.1058606798E+14 -0.1505326050E+04  0.9795734954E-06  0.5933254450E+00  0.3866232757E+00
3005  0.4941337495E+34  0.1058707727E+14 -0.1508655265E+04  0.9792934119E-06  0.5933254450E+00  0.3866232757E+00
3006  0.4942729365E+34  0.1058808654E+14 -0.1512872570E+04  0.9790135959E-06  0.5933254450E+00  0.3866232757E+00
3007  0.4944121066E+34  0.1058909578E+14 -0.1518446870E+04  0.9787341017E-06  0.5933254450E+00  0.3866232757E+00
3008  0.4945512599E+34  0.1059010500E+14 -0.1528113985E+04  0.9784552960E-06  0.5933254450E+00  0.3866232757E+00
3009  0.4946903962E+34  0.1059111418E+14 -0.1560302078E+04  0.9781799204E-06  0.5933254450E+00  0.3866232757E+00
3010  0.4948295157E+34  0.1059212332E+14 -0.1671160529E+04  0.9779183203E-06  0.5933254450E+00  0.3866232757E+00
3011  0.4949686183E+34  0.1059313239E+14 -0.1922083918E+04  0.9776822574E-06  0.5933254450E+00  0.3866232757E+00
3012  0.4951077040E+34  0.1059414136E+14 -0.2304874675E+04  0.9774717934E-06  0.5933254450E+00  0.3866232757E+00
3013  0.4952467729E+34  0.1059515022E+14 -0.2707234168E+04  0.9772669948E-06  0.5933254450E+00  0.3866232757E+00
3014  0.4953858248E+34  0.1059615901E+14 -0.2965180641E+04  0.9770377353E-06  0.5933254450E+00  0.3866232757E+00
3015  0.4955248599E+34  0.1059716776E+14 -0.3023473553E+04  0.9767677340E-06  0.5933254450E+00  0.3866232757E+00
3016  0.4956638781E+34  0.1059817650E+14 -0.2985815941E+04  0.9764843057E-06  0.5933254450E+00  0.3866232757E+00
3017  0.4958028794E+34  0.1059918522E+14 -0.2916839704E+04  0.9761912673E-06  0.5933254450E+00  0.3866232757E+00
3018  0.4959418638E+34  0.1060019392E+14 -0.2832409363E+04  0.9758971238E-06  0.5933254450E+00  0.3866232757E+00
3019  0.4960808313E+34  0.1060120262E+14 -0.2754718667E+04  0.9756040116E-06  0.5933254450E+00  0.3866232757E+00
3020  0.4962197819E+34  0.1060221131E+14 -0.2680446364E+04  0.9753116433E-06  0.5933254450E+00  0.3866232757E+00
3021  0.4963587157E+34  0.1060321998E+14 -0.2603740999E+04  0.9750195594E-06  0.5933254450E+00  0.3866232757E+00
3022  0.4964976326E+34  0.1060422864E+14 -0.2527281000E+04  0.9747284143E-06  0.5933254450E+00  0.3866232757E+00
3023  0.4966365326E+34  0.1060523728E+14 -0.2453404581E+04  0.9744401852E-06  0.5933254450E+00  0.3866232757E+00
3024  0.4967754157E+34  0.1060624591E+14 -0.2384025697E+04  0.9741574807E-06  0.5933254450E+00  0.3866232757E+00
3025  0.4969142819E+34  0.1060725450E+14 -0.2319743218E+04  0.9738842865E-06  0.5933254450E+00  0.3866232757E+00
3026  0.4970531312E+34  0.1060826304E+14 -0.2260507661E+04  0.9736255758E-06  0.5933254450E+00  0.3866232757E+00
3027  0.4971919637E+34  0.1060927152E+14 -0.2204056395E+04  0.9733854488E-06  0.5933254450E+00  0.3866232757E+00
3028  0.4973307793E+34  0.1061027991E+14 -0.2144829088E+04  0.9731641861E-06  0.5933254450E+00  0.3866232757E+00
3029  0.4974695780E+34  0.1061128820E+14 -0.2076530464E+04  0.9729563747E-06  0.5933254450E+00  0.3866232757E+00
3030  0.4976083598E+34  0.1061229640E+14 -0.1996465761E+04  0.9727519373E-06  0.5933254450E+00  0.3866232757E+00
3031  0.4977471247E+34  0.1061330449E+14 -0.1907436553E+04  0.9725407827E-06  0.5933254450E+00  0.3866232757E+00
3032  0.4978858727E+34  0.1061431251E+14 -0.1815005185E+04  0.9723170042E-06  0.5933254450E+00  0.3866232757E+00
3033  0.4980246039E+34  0.1061532045E+14 -0.1723781345E+04  0.9720799891E-06  0.5933254450E+00  0.3866232757E+00
3034  0.4981633181E+34  0.1061632834E+14 -0.1636034149E+04  0.9718324565E-06  0.5933254450E+00  0.3866232757E+00
3035  0.4983020155E+34  0.1061733618E+14 -0.1552499810E+04  0.9715779495E-06  0.5933254450E+00  0.3866232757E+00
3036  0.4984406960E+34  0.1061834397E+14 -0.1472891046E+04  0.9713193925E-06  0.5933254450E+00  0.3866232757E+00
3037  0.4985793596E+34  0.1061935172E+14 -0.1395064838E+04  0.9710589806E-06  0.5933254450E+00  0.3866232757E+00
3038  0.4987180064E+34  0.1062035942E+14 -0.1315083983E+04  0.9707983732E-06  0.5933254450E+00  0.3866232757E+00
3039  0.4988566362E+34  0.1062136709E+14 -0.1232586509E+04  0.9705380000E-06  0.5933254450E+00  0.3866232757E+00
3040  0.4989952492E+34  0.1062237471E+14 -0.1157002589E+04  0.9702762433E-06  0.5933254450E+00  0.3866232757E+00
3041  0.4991338453E+34  0.1062338229E+14 -0.1096805384E+04  0.9700117799E-06  0.5933254450E+00  0.3866232757E+00
3042  0.4992724245E+34  0.1062438982E+14 -0.1028255075E+04  0.9697494296E-06  0.5933254450E+00  0.3866232757E+00
3043  0.4994109868E+34  0.1062539731E+14 -0.8818377570E+03  0.9695021827E-06  0.5933254450E+00  0.3866232757E+00
3044  0.4995495322E+34  0.1062640470E+14 -0.5876756952E+03  0.9692823258E-06  0.5933254450E+00  0.3866232757E+00
3045  0.4996880607E+34  0.1062741199E+14 -0.1512700361E+03  0.9690878329E-06  0.5933254450E+00  0.3866232757E+00
3046  0.4998265724E+34  0.1062841916E+14  0.3264506962E+03  0.9688994757E-06  0.5933254450E+00  0.3866232757E+00
3047  0.4999650672E+34  0.1062942622E+14  0.7166316019E+03  0.9686941496E-06  0.5933254450E+00  0.3866232757E+00
3048  0.5001035451E+34  0.1063043322E+14  0.9527399938E+03  0.9684605843E-06  0.5933254450E+00  0.3866232757E+00
3049  0.5002420061E+34  0.1063144017E+14  0.1052439266E+04  0.9682029556E-06  0.5933254450E+00  0.3866232757E+00
3050  0.5003804502E+34  0.1063244709E+14  0.1077514672E+04  0.9679325796E-06  0.5933254450E+00  0.3866232757E+00
3051  0.5005188774E+34  0.1063345398E+14  0.1080661143E+04  0.9676587573E-06  0.5933254450E+00  0.3866232757E+00
3052  0.5006572878E+34  0.1063446084E+14  0.1079371467E+04  0.9673845261E-06  0.5933254450E+00  0.3866232757E+00
3053  0.5007956813E+34  0.1063546767E+14  0.1075764510E+04  0.9671099753E-06  0.5933254450E+00  0.3866232757E+00
3054  0.5009340579E+34  0.1063647448E+14  0.1071278702E+04  0.9668353920E-06  0.5933254450E+00  0.3866232757E+00
3055  0.5010724176E+34  0.1063748126E+14  0.1066601947E+04  0.9665608894E-06  0.5933254450E+00  0.3866232757E+00
3056  0.5012107604E+34  0.1063848801E+14  0.1061888189E+04  0.9662864923E-06  0.5933254450E+00  0.3866232757E+00
3057  0.5013490863E+34  0.1063949473E+14  0.1057160862E+04  0.9660122040E-06  0.5933254450E+00  0.3866232757E+00
3058  0.5014873954E+34  0.1064050143E+14  0.1052432259E+04  0.9657380263E-06  0.5933254450E+00  0.3866232757E+00
3059  0.5016256875E+34  0.1064150810E+14  0.1047705432E+04  0.9654639598E-06  0.5933254450E+00  0.3866232757E+00
3060  0.5017639628E+34  0.1064251474E+14  0.1042980610E+04  0.9651900045E-06  0.5933254450E+00  0.3866232757E+00
3061  0.5019022212E+34  0.1064352135E+14  0.1038258114E+04  0.9649161603E-06  0.5933254450E+00  0.3866232757E+00
3062  0.5020404627E+34  0.1064452793E+14  0.1033538185E+04  0.9646424272E-06  0.5933254450E+00  0.3866232757E+00
3063  0.5021786874E+34  0.1064553449E+14  0.1028820809E+04  0.9643688053E-06  0.5933254450E+00  0.3866232757E+00
3064  0.5023168951E+34  0.1064654102E+14  0.1024105936E+04  0.9640952943E-06  0.5933254450E+00  0.3866232757E+00
3065  0.5024550860E+34  0.1064754752E+14  0.1019393578E+04  0.9638218943E-06  0.5933254450E+00  0.3866232757E+00
3066  0.5025932600E+34  0.1064855400E+14  0.1014683734E+04  0.9635486052E-06  0.5933254450E+00  0.3866232757E+00
3067  0.5027314171E+34  0.1064956044E+14  0.1009976402E+04  0.9632754270E-06  0.5933254450E+00  0.3866232757E+00
3068  0.5028695573E+34  0.1065056686E+14  0.1005271594E+04  0.9630023596E-06  0.5933254450E+00  0.3866232757E+00
3069  0.5030076806E+34  0.1065157325E+14  0.1000569296E+04  0.9627294030E-06  0.5933254450E+00  0.3866232757E+00
3070  0.5031457871E+34  0.1065257961E+14  0.9958694911E+03  0.9624565570E-06  0.5933254450E+00  0.3866232757E+00
3071  0.5032838766E+34  0.1065358595E+14  0.9911722048E+03  0.9621838218E-06  0.5933254450E+00  0.3866232757E+00
3072  0.5034219493E+34  0.1065459226E+14  0.9864774245E+03  0.9619111972E-06  0.5933254450E+00  0.3866232757E+00
3073  0.5035600051E+34  0.1065559853E+14  0.9817851419E+03  0.9616386831E-06  0.5933254450E+00  0.3866232757E+00
3074  0.5036980440E+34  0.1065660478E+14  0.9770953742E+03  0.9613662796E-06  0.5933254450E+00  0.3866232757E+00
3075  0.5038360660E+34  0.1065761101E+14  0.9724081107E+03  0.9610939865E-06  0.5933254450E+00  0.3866232757E+00
3076  0.5039740712E+34  0.1065861720E+14  0.9677233301E+03  0.9608218039E-06  0.5933254450E+00  0.3866232757E+00
3077  0.5041120594E+34  0.1065962337E+14  0.9630410422E+03  0.9605497316E-06  0.5933254450E+00  0.3866232757E+00
3078  0.5042500308E+34  0.1066062950E+14  0.9583612626E+03  0.9602777696E-06  0.5933254450E+00  0.3866232757E+00
3079  0.5043879853E+34  0.1066163561E+14  0.9536839815E+03  0.9600059179E-06  0.5933254450E+00  0.3866232757E+00
3080  0.5045259229E+34  0.1066264170E+14  0.9490091816E+03  0.9597341764E-06  0.5933254450E+00  0.3866232757E+00
3081  0.5046638436E+34  0.1066364775E+14  0.9443368771E+03  0.9594625451E-06  0.5933254450E+00  0.3866232757E+00
3082  0.5048017475E+34  0.1066465377E+14  0.9396670674E+03  0.9591910239E-06  0.5933254450E+00  0.3866232757E+00
3083  0.5049396344E+34  0.1066565977E+14  0.9349997311E+03  0.9589196128E-06  0.5933254450E+00  0.3866232757E+00
3084  0.5050775045E+34  0.1066666574E+14  0.9303348734E+03  0.9586483117E-06  0.5933254450E+00  0.3866232757E+00
3085  0.5052153577E+34  0.1066767168E+14  0.9256724966E+03  0.9583771205E-06  0.5933254450E+00  0.3866232757E+00
3086  0.5053531940E+34  0.1066867759E+14  0.9210126147E+03  0.9581060393E-06  0.5933254450E+00  0.3866232757E+00
3087  0.5054910134E+34  0.1066968348E+14  0.9163552205E+03  0.9578350679E-06  0.5933254450E+00  0.3866232757E+00
3088  0.5056288159E+34  0.1067068933E+14  0.9117002912E+03  0.9575642064E-06  0.5933254450E+00  0.3866232757E+00
3089  0.5057666016E+34  0.1067169516E+14  0.9070478354E+03  0.9572934546E-06  0.5933254450E+00  0.3866232757E+00
3090  0.5059043704E+34  0.1067270095E+14  0.9023978668E+03  0.9570228126E-06  0.5933254450E+00  0.3866232757E+00
3091  0.5060421222E+34  0.1067370672E+14  0.8977503689E+03  0.9567522802E-06  0.5933254450E+00  0.3866232757E+00
3092  0.5061798572E+34  0.1067471247E+14  0.8931053339E+03  0.9564818574E-06  0.5933254450E+00  0.3866232757E+00
3093  0.5063175754E+34  0.1067571818E+14  0.8884627719E+03  0.9562115442E-06  0.5933254450E+00  0.3866232757E+00
3094  0.5064552766E+34  0.1067672386E+14  0.8838226823E+03  0.9559413405E-06  0.5933254450E+00  0.3866232757E+00
3095  0.5065929609E+34  0.1067772952E+14  0.8791850575E+03  0.9556712463E-06  0.5933254450E+00  0.3866232757E+00
3096  0.5067306284E+34  0.1067873515E+14  0.8745499096E+03  0.9554012615E-06  0.5933254450E+00  0.3866232757E+00
3097  0.5068682790E+34  0.1067974074E+14  0.8699172117E+03  0.9551313860E-06  0.5933254450E+00  0.3866232757E+00
3098  0.5070059127E+34  0.1068074631E+14  0.8652869646E+03  0.9548616199E-06  0.5933254450E+00  0.3866232757E+00
3099  0.5071435295E+34  0.1068175185E+14  0.8606591607E+03  0.9545919631E-06  0.5933254450E+00  0.3866232757E+00
3100  0.5072811294E+34  0.1068275737E+14  0.8560338342E+03  0.9543224155E-06  0.5933254450E+00  0.3866232757E+00
3101  0.5074187125E+34  0.1068376285E+14  0.8514111423E+03  0.9540529770E-06  0.5933254450E+00  0.3866232757E+00
3102  0.5075562786E+34  0.1068476830E+14  0.8467907108E+03  0.9537836477E-06  0.5933254450E+00  0.3866232757E+00
3103  0.5076938279E+34  0.1068577373E+14  0.8421708112E+03  0.9535144277E-06  0.5933254450E+00  0.3866232757E+00
3104  0.5078313603E+34  0.1068677913E+14  0.8375515076E+03  0.9532453172E-06  0.5933254450E+00  0.3866232757E+00
3105  0.5079688758E+34  0.1068778450E+14  0.8329401675E+03  0.9529763146E-06  0.5933254450E+00  0.3866232757E+00
3106  0.5081063744E+34  0.1068878984E+14  0.8283241292E+03  0.9527074208E-06  0.5933254450E+00  0.3866232757E+00
3107  0.5082438562E+34  0.1068979515E+14  0.8235795086E+03  0.9524386566E-06  0.5933254450E+00  0.3866232757E+00
3108  0.5083813210E+34  0.1069080043E+14  0.8184738924E+03  0.9521700643E-06  0.5933254450E+00  0.3866232757E+00
3109  0.5085187690E+34  0.1069180568E+14  0.8129680322E+03  0.9519016451E-06  0.5933254450E+00  0.3866232757E+00
3110  0.5086562001E+34  0.1069281090E+14  0.8066322040E+03  0.9516334154E-06  0.5933254450E+00  0.3866232757E+00
3111  0.5087936143E+34  0.1069381610E+14  0.7935491638E+03  0.9513662811E-06  0.5933254450E+00  0.3866232757E+00
3112  0.5089310116E+34  0.1069482125E+14  0.7541492865E+03  0.9511036140E-06  0.5933254450E+00  0.3866232757E+00
3113  0.5090683920E+34  0.1069582637E+14  0.6624943994E+03  0.9508503623E-06  0.5933254450E+00  0.3866232757E+00
3114  0.5092057556E+34  0.1069683142E+14  0.5190795525E+03  0.9506070989E-06  0.5933254450E+00  0.3866232757E+00
3115  0.5093431022E+34  0.1069783643E+14  0.3773300469E+03  0.9503648507E-06  0.5933254450E+00  0.3866232757E+00
3116  0.5094804320E+34  0.1069884139E+14  0.3204955264E+03  0.9501065445E-06  0.5933254450E+00  0.3866232757E+00
3117  0.5096177449E+34  0.1069984633E+14  0.3474440972E+03  0.9498358349E-06  0.5933254450E+00  0.3866232757E+00
3118  0.5097550409E+34  0.1070085125E+14  0.4430582148E+03  0.9495489105E-06  0.5933254450E+00  0.3866232757E+00
3119  0.5098923201E+34  0.1070185618E+14  0.5945872186E+03  0.9492551214E-06  0.5933254450E+00  0.3866232757E+00
3120  0.5100295823E+34  0.1070286111E+14  0.7489611451E+03  0.9489589568E-06  0.5933254450E+00  0.3866232757E+00
3121  0.5101668277E+34  0.1070386603E+14  0.8967125347E+03  0.9486645523E-06  0.5933254450E+00  0.3866232757E+00
3122  0.5103040562E+34  0.1070487096E+14  0.1040524746E+04  0.9483711136E-06  0.5933254450E+00  0.3866232757E+00
3123  0.5104412678E+34  0.1070587588E+14  0.1185635938E+04  0.9480776928E-06  0.5933254450E+00  0.3866232757E+00
3124  0.5105784625E+34  0.1070688081E+14  0.1331781116E+04  0.9477847362E-06  0.5933254450E+00  0.3866232757E+00
3125  0.5107156403E+34  0.1070788573E+14  0.1476109195E+04  0.9474934357E-06  0.5933254450E+00  0.3866232757E+00
3126  0.5108528013E+34  0.1070889064E+14  0.1617436867E+04  0.9472055076E-06  0.5933254450E+00  0.3866232757E+00
3127  0.5109899453E+34  0.1070989554E+14  0.1755014750E+04  0.9469234440E-06  0.5933254450E+00  0.3866232757E+00
3128  0.5111270725E+34  0.1071090041E+14  0.1888354835E+04  0.9466508095E-06  0.5933254450E+00  0.3866232757E+00
3129  0.5112641828E+34  0.1071190525E+14  0.2018175850E+04  0.9463913157E-06  0.5933254450E+00  0.3866232757E+00
3130  0.5114012762E+34  0.1071291004E+14  0.2147343018E+04  0.9461469971E-06  0.5933254450E+00  0.3866232757E+00
3131  0.5115383527E+34  0.1071391476E+14  0.2280095762E+04  0.9459165225E-06  0.5933254450E+00  0.3866232757E+00
3132  0.5116754124E+34  0.1071491940E+14  0.2419516227E+04  0.9456950075E-06  0.5933254450E+00  0.3866232757E+00
3133  0.5118124551E+34  0.1071592396E+14  0.2565651324E+04  0.9454760621E-06  0.5933254450E+00  0.3866232757E+00
3134  0.5119494810E+34  0.1071692845E+14  0.2715948574E+04  0.9452546383E-06  0.5933254450E+00  0.3866232757E+00
3135  0.5120864900E+34  0.1071793287E+14  0.2867264113E+04  0.9450284670E-06  0.5933254450E+00  0.3866232757E+00
3136  0.5122234821E+34  0.1071893721E+14  0.3017612426E+04  0.9447976919E-06  0.5933254450E+00  0.3866232757E+00
3137  0.5123604573E+34  0.1071994150E+14  0.3166367308E+04  0.9445635777E-06  0.5933254450E+00  0.3866232757E+00
